cells,characters,dropout,mutationrate,rep,method,#branches,#FN,#FP,#TP,FN_rate,FP_rate,TP_rate,parsimony-score,time,normalized-parsimony-score
50,30,0.15,0.1,17,laml,22,4,4,18,0.181818,0.181818,0.818182,212.26,92.50,0.9999528901870259575069486974
50,30,0.15,0.1,17,paup,26,4,8,18,0.181818,0.307692,0.692308,209.28,1.68,0.9859141659207612945776605267
50,30,0.15,0.1,17,star_cdp,25,3,6,19,0.136364,0.24,0.76,209.28,4.04,0.9859141659207612945776605267
50,30,0.15,0.1,17,paup-sc,16,7,1,15,0.318182,0.0625,0.9375,236.42,,1.113770198332312620718895746
50,30,0.15,0.1,17,star_cdp-sc,19,6,3,16,0.272727,0.157895,0.842105,228.24,,1.075234371319545861402930230
50,30,0.15,0.1,17,ground-truth,22,0,0,22.0,0.0,0.0,1,212.27,,1
50,30,0.15,0.1,18,cassiopeia-greedy,27,9,13,14,0.391304,0.481481,0.518519,163.88,5.48,1.046020297440479989787451331
50,30,0.15,0.1,18,startle_nni,27,9,13,14,0.391304,0.481481,0.518519,168.80,3.42,1.077423884598200038297057509
50,30,0.15,0.1,18,startle_ilp,24,3,4,20,0.130435,0.166667,0.833333,158.50,12.82,1.011680602540371481457841323
50,30,0.15,0.1,18,laml,23,10,10,13,0.434783,0.434783,0.565217,166.24,127.89,1.061083806727516435820514457
50,30,0.15,0.1,18,paup,26,3,6,20,0.130435,0.230769,0.769231,156.67,1.48,1
50,30,0.15,0.1,18,star_cdp,27,5,9,18,0.217391,0.333333,0.666667,154.11,3.35,0.9836599221293163975234569477
50,30,0.15,0.1,18,paup-sc,13,10,0,13,0.434783,0.0,1.0,209.90,,1.339758728537690687432182294
50,30,0.15,0.1,18,star_cdp-sc,19,9,5,14,0.391304,0.263158,0.736842,182.19,,1.162890151273377162188038552
50,30,0.15,0.1,18,ground-truth,23,0,0,23.0,0.0,0.0,1,156.67,,1
50,30,0.15,0.1,19,cassiopeia-greedy,16,9,14,2,0.818182,0.875,0.125,119.36,5.06,1.056844342128563839206658403
50,30,0.15,0.1,19,startle_nni,13,9,11,2,0.818182,0.846154,0.153846,142.64,3.29,1.262971489286346732778466442
50,30,0.15,0.1,19,startle_ilp,11,7,7,4,0.636364,0.636364,0.363636,112.21,18.14,0.9935363910040729590933238888
50,30,0.15,0.1,19,laml,10,10,9,1,0.909091,0.9,0.1,138.26,80.75,1.224189835310784487338409775
50,30,0.15,0.1,19,paup,13,7,9,4,0.636364,0.692308,0.307692,107.84,1.42,0.9548432796174960155834956614
50,30,0.15,0.1,19,star_cdp,14,7,10,4,0.636364,0.714286,0.285714,107.84,4.10,0.9548432796174960155834956614
50,30,0.15,0.1,19,paup-sc,1,10,0,1,0.909091,0.0,1.0,172.61,,1.528333628475296617673100761
50,30,0.15,0.1,19,star_cdp-sc,6,7,2,4,0.636364,0.333333,0.666667,125.64,,1.112449088011333451390118647
50,30,0.15,0.1,19,ground-truth,11,0,0,11.0,0.0,0.0,1,112.94,,1
50,30,0.15,0.1,20,cassiopeia-greedy,27,14,15,12,0.538462,0.555556,0.444444,144.37,5.76,1.019634154954445935447418603
50,30,0.15,0.1,20,startle_nni,20,14,8,12,0.538462,0.4,0.6,152.06,3.54,1.073945900134190267674270782
50,30,0.15,0.1,20,startle_ilp,22,11,7,15,0.423077,0.318182,0.681818,142.13,15.01,1.003813828660216116957412247
50,30,0.15,0.1,20,laml,19,14,7,12,0.538462,0.368421,0.631579,152.06,156.96,1.073945900134190267674270782
50,30,0.15,0.1,20,paup,27,8,9,18,0.307692,0.333333,0.666667,141.59,1.68,1
50,30,0.15,0.1,20,star_cdp,26,7,7,19,0.269231,0.269231,0.730769,141.59,3.88,1
50,30,0.15,0.1,20,paup-sc,11,15,0,11,0.576923,0.0,1.0,198.48,,1.401793911999434988346634649
50,30,0.15,0.1,20,star_cdp-sc,18,9,1,17,0.346154,0.055556,0.944444,190.06,,1.342326435482731831344021470
50,30,0.15,0.1,20,ground-truth,26,0,0,26.0,0.0,0.0,1,141.59,,1
100,10,0.15,0.1,0,cassiopeia-greedy,26,11,18,8,0.578947,0.692308,0.307692,165.71,5.43,0.9538913193644945889937830992
100,10,0.15,0.1,0,startle_nni,14,12,7,7,0.631579,0.5,0.5,197.06,4.97,1.134354133087727377388901681
100,10,0.15,0.1,0,startle_ilp,19,9,9,10,0.473684,0.473684,0.526316,161.35,13.67,0.9287934607414229795072530509
100,10,0.15,0.1,0,laml,12,12,5,7,0.631579,0.416667,0.583333,197.06,254.63,1.134354133087727377388901681
100,10,0.15,0.1,0,paup,21,8,10,11,0.421053,0.47619,0.52381,159.45,3.41,0.9178563205157725074833064702
100,10,0.15,0.1,0,star_cdp,22,8,11,11,0.421053,0.5,0.5,159.45,7.89,0.9178563205157725074833064702
100,10,0.15,0.1,0,paup-sc,8,12,1,7,0.631579,0.125,0.875,242.37,,1.395176145521528897075754087
100,10,0.15,0.1,0,star_cdp-sc,17,8,6,11,0.421053,0.352941,0.647059,213.64,,1.229795072530508864839972369
100,10,0.15,0.1,0,ground-truth,19,0,0,19.0,0.0,0.0,1,173.72,,1
100,10,0.15,0.1,1,cassiopeia-greedy,29,14,22,7,0.666667,0.758621,0.241379,149.34,5.80,1.048956943176230947531080986
100,10,0.15,0.1,1,startle_nni,35,15,29,6,0.714286,0.828571,0.171429,208.47,4.72,1.464283205731544566973379223
100,10,0.15,0.1,1,startle_ilp,22,10,11,11,0.47619,0.5,0.5,134.25,13.60,0.9429655123972747067500175599
100,10,0.15,0.1,1,laml,31,15,25,6,0.714286,0.806452,0.193548,208.47,789.10,1.464283205731544566973379223
100,10,0.15,0.1,1,paup,29,11,19,10,0.52381,0.655172,0.344828,130.39,3.67,0.9158530589309545550326613753
100,10,0.15,0.1,1,star_cdp,28,13,20,8,0.619048,0.714286,0.285714,130.39,9.36,0.9158530589309545550326613753
100,10,0.15,0.1,1,paup-sc,8,14,1,7,0.666667,0.125,0.875,427.14,,3.000210718550256374236145255
100,10,0.15,0.1,1,star_cdp-sc,19,9,7,12,0.428571,0.368421,0.631579,231.18,,1.623797148275619863735337501
100,10,0.15,0.1,1,ground-truth,21,0,0,21.0,0.0,0.0,1,142.37,,1
100,10,0.15,0.1,2,cassiopeia-greedy,23,10,18,5,0.666667,0.782609,0.217391,98.79,5.95,1
100,10,0.15,0.1,2,startle_nni,17,12,14,3,0.8,0.823529,0.176471,117.80,4.67,1.192428383439619394675574451
100,10,0.15,0.1,2,startle_ilp,15,9,9,6,0.6,0.6,0.4,98.79,13.77,1
100,10,0.15,0.1,2,laml,16,11,12,4,0.733333,0.75,0.25,117.80,361.42,1.192428383439619394675574451
100,10,0.15,0.1,2,paup,17,8,10,7,0.533333,0.588235,0.411765,98.79,2.81,1
100,10,0.15,0.1,2,star_cdp,18,11,14,4,0.733333,0.777778,0.222222,98.79,7.23,1
100,10,0.15,0.1,2,paup-sc,1,14,0,1,0.933333,0.0,1.0,500.33,,5.064581435367952221884806154
100,10,0.15,0.1,2,star_cdp-sc,10,10,5,5,0.666667,0.5,0.5,404.91,,4.098694199817795323413300941
100,10,0.15,0.1,2,ground-truth,15,0,0,15.0,0.0,0.0,1,98.79,,1
100,10,0.15,0.1,3,cassiopeia-greedy,23,6,11,12,0.333333,0.478261,0.521739,122.31,5.47,1
100,10,0.15,0.1,3,startle_nni,18,11,11,7,0.611111,0.611111,0.388889,140.42,5.17,1.148066388684490229744092879
100,10,0.15,0.1,3,startle_ilp,18,6,6,12,0.333333,0.333333,0.666667,122.31,13.06,1
100,10,0.15,0.1,3,laml,14,12,8,6,0.666667,0.571429,0.428571,140.42,395.00,1.148066388684490229744092879
100,10,0.15,0.1,3,paup,25,7,14,11,0.388889,0.56,0.44,122.31,3.23,1
100,10,0.15,0.1,3,star_cdp,23,6,11,12,0.333333,0.478261,0.521739,122.31,7.53,1
100,10,0.15,0.1,3,paup-sc,6,12,0,6,0.666667,0.0,1.0,352.75,,2.884065080533071703049627994
100,10,0.15,0.1,3,star_cdp-sc,13,8,3,10,0.444444,0.230769,0.769231,278.41,,2.276265227700106287302755294
100,10,0.15,0.1,3,ground-truth,18,0,0,18.0,0.0,0.0,1,122.31,,1
100,10,0.15,0.1,4,cassiopeia-greedy,22,13,13,9,0.590909,0.590909,0.409091,100.16,5.98,0.9512774242568145122993636623
100,10,0.15,0.1,4,startle_nni,23,20,21,2,0.909091,0.913043,0.086957,148.85,6.08,1.413714502801785544686105043
100,10,0.15,0.1,4,startle_ilp,23,12,13,10,0.545455,0.565217,0.434783,100.16,14.10,0.9512774242568145122993636623
100,10,0.15,0.1,4,laml,20,20,18,2,0.909091,0.9,0.1,148.85,266.24,1.413714502801785544686105043
100,10,0.15,0.1,4,paup,23,15,16,7,0.681818,0.695652,0.304348,100.16,3.22,0.9512774242568145122993636623
100,10,0.15,0.1,4,star_cdp,26,15,19,7,0.681818,0.730769,0.269231,100.16,8.63,0.9512774242568145122993636623
100,10,0.15,0.1,4,paup-sc,5,17,0,5,0.772727,0.0,1.0,252.44,,2.397568620001899515623516003
100,10,0.15,0.1,4,star_cdp-sc,14,14,6,8,0.636364,0.428571,0.571429,178.29,,1.693323202583341247981764650
100,10,0.15,0.1,4,ground-truth,22,0,0,22.0,0.0,0.0,1,105.29,,1
100,10,0.15,0.1,5,cassiopeia-greedy,23,13,12,11,0.541667,0.521739,0.478261,111.03,5.19,0.9860568383658969804618117229
100,10,0.15,0.1,5,startle_nni,28,19,23,5,0.791667,0.821429,0.178571,175.07,4.85,1.554795737122557726465364121
100,10,0.15,0.1,5,startle_ilp,23,13,12,11,0.541667,0.521739,0.478261,107.38,12.12,0.9536412078152753108348134991
100,10,0.15,0.1,5,laml,25,18,19,6,0.75,0.76,0.24,175.07,952.61,1.554795737122557726465364121
100,10,0.15,0.1,5,paup,24,14,14,10,0.583333,0.583333,0.416667,107.38,3.41,0.9536412078152753108348134991
100,10,0.15,0.1,5,star_cdp,24,17,17,7,0.708333,0.708333,0.291667,107.38,8.58,0.9536412078152753108348134991
100,10,0.15,0.1,5,paup-sc,2,22,0,2,0.916667,0.0,1.0,344.02,,3.055239786856127886323268206
100,10,0.15,0.1,5,star_cdp-sc,14,15,5,9,0.625,0.357143,0.642857,221.62,,1.968206039076376554174067496
100,10,0.15,0.1,5,ground-truth,24,0,0,24.0,0.0,0.0,1,112.60,,1
100,10,0.15,0.1,6,cassiopeia-greedy,22,9,10,12,0.428571,0.454545,0.545455,118.63,5.62,0.9978970390309555854643337820
100,10,0.15,0.1,6,startle_nni,19,17,15,4,0.809524,0.789474,0.210526,166.49,6.23,1.400487886944818304172274563
100,10,0.15,0.1,6,startle_ilp,18,12,9,9,0.571429,0.5,0.5,122.36,14.12,1.029273216689098250336473755
100,10,0.15,0.1,6,laml,15,17,11,4,0.809524,0.733333,0.266667,166.49,343.64,1.400487886944818304172274563
100,10,0.15,0.1,6,paup,23,6,8,15,0.285714,0.347826,0.652174,115.56,3.53,0.9720726783310901749663526245
100,10,0.15,0.1,6,star_cdp,25,10,14,11,0.47619,0.56,0.44,115.56,8.13,0.9720726783310901749663526245
100,10,0.15,0.1,6,paup-sc,4,18,1,3,0.857143,0.25,0.75,278.12,,2.339502018842530282637954240
100,10,0.15,0.1,6,star_cdp-sc,18,10,7,11,0.47619,0.388889,0.611111,159.56,,1.342193808882907133243606999
100,10,0.15,0.1,6,ground-truth,21,0,0,21.0,0.0,0.0,1,118.88,,1
100,10,0.15,0.1,7,cassiopeia-greedy,26,15,21,5,0.75,0.807692,0.192308,122.28,5.18,1.084619478445981905268759979
100,10,0.15,0.1,7,startle_nni,18,12,10,8,0.6,0.555556,0.444444,140.98,4.92,1.250487848146177044527230797
100,10,0.15,0.1,7,startle_ilp,20,11,11,9,0.55,0.55,0.45,112.74,13.96,1
100,10,0.15,0.1,7,laml,17,12,9,8,0.6,0.529412,0.470588,137.47,339.27,1.219354266453787475607592691
100,10,0.15,0.1,7,paup,20,10,10,10,0.5,0.5,0.5,112.74,3.86,1
100,10,0.15,0.1,7,star_cdp,20,12,12,8,0.6,0.6,0.4,109.22,8.52,0.9687777186446691502572290225
100,10,0.15,0.1,7,paup-sc,5,15,0,5,0.75,0.0,1.0,409.20,,3.629590207557211282597126131
100,10,0.15,0.1,7,star_cdp-sc,13,10,3,10,0.5,0.230769,0.769231,283.18,,2.511797055171190349476671989
100,10,0.15,0.1,7,ground-truth,20,0,0,20.0,0.0,0.0,1,112.74,,1
100,10,0.15,0.1,8,cassiopeia-greedy,19,7,13,6,0.538462,0.684211,0.315789,81.79,6.41,0.8971152791488428211034331469
100,10,0.15,0.1,8,startle_nni,18,9,14,4,0.692308,0.777778,0.222222,105.72,5.40,1.159591971043106284962158605
100,10,0.15,0.1,8,startle_ilp,17,7,11,6,0.538462,0.647059,0.352941,81.79,15.11,0.8971152791488428211034331469
100,10,0.15,0.1,8,laml,16,8,11,5,0.615385,0.6875,0.3125,103.69,196.26,1.137325874739497641768125480
100,10,0.15,0.1,8,paup,16,5,8,8,0.384615,0.5,0.5,79.76,3.49,0.8748491828452341779094000219
100,10,0.15,0.1,8,star_cdp,17,8,12,5,0.615385,0.705882,0.294118,79.76,7.80,0.8748491828452341779094000219
100,10,0.15,0.1,8,paup-sc,4,10,1,3,0.769231,0.25,0.75,303.41,,3.327958758363496764286497751
100,10,0.15,0.1,8,star_cdp-sc,11,8,6,5,0.615385,0.545455,0.454545,186.30,,2.043435340572556762092793682
100,10,0.15,0.1,8,ground-truth,13,0,0,13.0,0.0,0.0,1,91.17,,1
100,10,0.15,0.1,9,cassiopeia-greedy,22,11,17,5,0.6875,0.772727,0.227273,82.77,5.59,1.100372241425152884871044935
100,10,0.15,0.1,9,startle_nni,22,12,18,4,0.75,0.818182,0.181818,88.22,5.16,1.172826375963839404413719755
100,10,0.15,0.1,9,startle_ilp,15,9,8,7,0.5625,0.533333,0.466667,77.89,12.86,1.035495878755650093060356288
100,10,0.15,0.1,9,laml,21,12,17,4,0.75,0.809524,0.190476,85.83,287.33,1.141052911459718160063812816
100,10,0.15,0.1,9,paup,16,10,10,6,0.625,0.625,0.375,70.74,2.45,0.9404413719755384206328104228
100,10,0.15,0.1,9,star_cdp,22,12,18,4,0.75,0.818182,0.181818,70.74,6.30,0.9404413719755384206328104228
100,10,0.15,0.1,9,paup-sc,2,14,0,2,0.875,0.0,1.0,419.81,,5.581095453336878489763360808
100,10,0.15,0.1,9,star_cdp-sc,11,9,4,7,0.5625,0.363636,0.636364,208.71,,2.774660994416378622706726934
100,10,0.15,0.1,9,ground-truth,16,0,0,16.0,0.0,0.0,1,75.22,,1
100,10,0.15,0.1,10,cassiopeia-greedy,21,11,15,6,0.647059,0.714286,0.285714,127.81,5.29,1.032390953150242326332794830
100,10,0.15,0.1,10,startle_nni,21,13,17,4,0.764706,0.809524,0.190476,156.97,4.74,1.267932148626817447495961228
100,10,0.15,0.1,10,startle_ilp,16,6,5,11,0.352941,0.3125,0.6875,120.13,17.71,0.9703554119547657512116316640
100,10,0.15,0.1,10,laml,20,13,16,4,0.764706,0.8,0.2,156.97,337.50,1.267932148626817447495961228
100,10,0.15,0.1,10,paup,18,9,10,8,0.529412,0.555556,0.444444,120.13,3.06,0.9703554119547657512116316640
100,10,0.15,0.1,10,star_cdp,21,6,10,11,0.352941,0.47619,0.52381,120.13,7.47,0.9703554119547657512116316640
100,10,0.15,0.1,10,paup-sc,5,12,0,5,0.705882,0.0,1.0,333.69,,2.695395799676898222940226171
100,10,0.15,0.1,10,star_cdp-sc,11,10,4,7,0.588235,0.363636,0.636364,370.51,,2.992810985460420032310177706
100,10,0.15,0.1,10,ground-truth,17,0,0,17.0,0.0,0.0,1,123.80,,1
100,10,0.15,0.1,11,cassiopeia-greedy,29,8,17,12,0.4,0.586207,0.413793,173.35,5.95,1.001675719403675026002542471
100,10,0.15,0.1,11,startle_nni,23,11,14,9,0.55,0.608696,0.391304,199.24,6.00,1.151277013752455795677799607
100,10,0.15,0.1,11,startle_ilp,21,6,7,14,0.3,0.333333,0.666667,170.69,13.72,0.9863053276320351323240494626
100,10,0.15,0.1,11,laml,19,11,10,9,0.55,0.526316,0.473684,199.24,389.23,1.151277013752455795677799607
100,10,0.15,0.1,11,paup,31,5,16,15,0.25,0.516129,0.483871,170.32,3.47,0.9841673408066566508725297585
100,10,0.15,0.1,11,star_cdp,28,6,14,14,0.3,0.5,0.5,170.32,8.80,0.9841673408066566508725297585
100,10,0.15,0.1,11,paup-sc,9,11,0,9,0.55,0.0,1.0,376.93,,2.178030740783543279787356986
100,10,0.15,0.1,11,star_cdp-sc,17,8,5,12,0.4,0.294118,0.705882,325.42,,1.880388304634230902577140876
100,10,0.15,0.1,11,ground-truth,20,0,0,20.0,0.0,0.0,1,173.06,,1
100,10,0.15,0.1,12,cassiopeia-greedy,11,9,7,4,0.692308,0.636364,0.363636,76.07,4.95,0.9614509605662285136501516684
100,10,0.15,0.1,12,startle_nni,16,10,13,3,0.769231,0.8125,0.1875,111.40,5.08,1.407987866531850353892821031
100,10,0.15,0.1,12,startle_ilp,13,10,10,3,0.769231,0.769231,0.230769,76.07,12.38,0.9614509605662285136501516684
100,10,0.15,0.1,12,laml,14,10,11,3,0.769231,0.785714,0.214286,111.40,272.34,1.407987866531850353892821031
100,10,0.15,0.1,12,paup,13,9,9,4,0.692308,0.692308,0.307692,76.07,4.35,0.9614509605662285136501516684
100,10,0.15,0.1,12,star_cdp,16,11,14,2,0.846154,0.875,0.125,76.07,11.00,0.9614509605662285136501516684
100,10,0.15,0.1,12,paup-sc,1,12,0,1,0.923077,0.0,1.0,338.31,,4.275910010111223458038422649
100,10,0.15,0.1,12,star_cdp-sc,7,10,4,3,0.769231,0.571429,0.428571,124.15,,1.569135490394337714863498483
100,10,0.15,0.1,12,ground-truth,13,0,0,13.0,0.0,0.0,1,79.12,,1
100,10,0.15,0.1,13,cassiopeia-greedy,11,9,7,4,0.692308,0.636364,0.363636,76.07,5.31,0.9614509605662285136501516684
100,10,0.15,0.1,13,startle_nni,12,10,9,3,0.769231,0.75,0.25,115.46,4.65,1.459302325581395348837209302
100,10,0.15,0.1,13,startle_ilp,13,10,10,3,0.769231,0.769231,0.230769,76.07,12.39,0.9614509605662285136501516684
100,10,0.15,0.1,13,laml,11,10,8,3,0.769231,0.727273,0.272727,115.46,216.52,1.459302325581395348837209302
100,10,0.15,0.1,13,paup,13,9,9,4,0.692308,0.692308,0.307692,76.07,4.33,0.9614509605662285136501516684
100,10,0.15,0.1,13,star_cdp,16,11,14,2,0.846154,0.875,0.125,76.07,11.06,0.9614509605662285136501516684
100,10,0.15,0.1,13,paup-sc,1,12,0,1,0.923077,0.0,1.0,338.31,,4.275910010111223458038422649
100,10,0.15,0.1,13,star_cdp-sc,7,10,4,3,0.769231,0.571429,0.428571,124.15,,1.569135490394337714863498483
100,10,0.15,0.1,13,ground-truth,13,0,0,13.0,0.0,0.0,1,79.12,,1
100,10,0.15,0.1,14,cassiopeia-greedy,15,8,7,8,0.5,0.466667,0.533333,85.10,5.96,1
100,10,0.15,0.1,14,startle_nni,20,11,15,5,0.6875,0.75,0.25,110.38,4.54,1.297062279670975323149236193
100,10,0.15,0.1,14,startle_ilp,15,9,8,7,0.5625,0.533333,0.466667,85.10,16.22,1
100,10,0.15,0.1,14,laml,17,11,12,5,0.6875,0.705882,0.294118,110.38,437.62,1.297062279670975323149236193
100,10,0.15,0.1,14,paup,21,6,11,10,0.375,0.52381,0.47619,84.88,4.89,0.9974148061104582843713278496
100,10,0.15,0.1,14,star_cdp,22,9,15,7,0.5625,0.681818,0.318182,84.88,9.23,0.9974148061104582843713278496
100,10,0.15,0.1,14,paup-sc,1,15,0,1,0.9375,0.0,1.0,277.04,,3.255464159811985898942420682
100,10,0.15,0.1,14,star_cdp-sc,6,12,2,4,0.75,0.333333,0.666667,242.94,,2.854759106933019976498237368
100,10,0.15,0.1,14,ground-truth,16,0,0,16.0,0.0,0.0,1,85.10,,1
100,10,0.15,0.1,15,cassiopeia-greedy,21,9,11,10,0.473684,0.52381,0.47619,110.00,5.73,1
100,10,0.15,0.1,15,startle_nni,22,13,16,6,0.684211,0.727273,0.272727,145.81,5.88,1.325545454545454545454545455
100,10,0.15,0.1,15,startle_ilp,18,9,8,10,0.473684,0.444444,0.555556,110.00,12.96,1
100,10,0.15,0.1,15,laml,20,13,14,6,0.684211,0.7,0.3,145.81,269.08,1.325545454545454545454545455
100,10,0.15,0.1,15,paup,22,10,13,9,0.526316,0.590909,0.409091,110.00,3.07,1
100,10,0.15,0.1,15,star_cdp,22,11,14,8,0.578947,0.636364,0.363636,110.00,8.05,1
100,10,0.15,0.1,15,paup-sc,6,14,1,5,0.736842,0.166667,0.833333,554.47,,5.040636363636363636363636364
100,10,0.15,0.1,15,star_cdp-sc,11,11,3,8,0.578947,0.272727,0.727273,300.58,,2.732545454545454545454545455
100,10,0.15,0.1,15,ground-truth,19,0,0,19.0,0.0,0.0,1,110.00,,1
100,10,0.15,0.1,16,cassiopeia-greedy,21,9,11,10,0.473684,0.52381,0.47619,110.00,5.26,1
100,10,0.15,0.1,16,startle_nni,22,11,14,8,0.578947,0.636364,0.363636,130.31,4.96,1.184636363636363636363636364
100,10,0.15,0.1,16,startle_ilp,18,9,8,10,0.473684,0.444444,0.555556,110.00,14.56,1
100,10,0.15,0.1,16,laml,19,11,11,8,0.578947,0.578947,0.421053,130.31,688.22,1.184636363636363636363636364
100,10,0.15,0.1,16,paup,22,10,13,9,0.526316,0.590909,0.409091,110.00,3.08,1
100,10,0.15,0.1,16,star_cdp,22,11,14,8,0.578947,0.636364,0.363636,110.00,7.99,1
100,10,0.15,0.1,16,paup-sc,6,14,1,5,0.736842,0.166667,0.833333,554.47,,5.040636363636363636363636364
100,10,0.15,0.1,16,star_cdp-sc,11,11,3,8,0.578947,0.272727,0.727273,300.58,,2.732545454545454545454545455
100,10,0.15,0.1,16,ground-truth,19,0,0,19.0,0.0,0.0,1,110.00,,1
100,10,0.15,0.1,17,cassiopeia-greedy,10,4,6,4,0.5,0.6,0.4,72.85,5.70,1
100,10,0.15,0.1,17,startle_nni,10,6,8,2,0.75,0.8,0.2,92.53,5.16,1.270144131777625257378174331
100,10,0.15,0.1,17,startle_ilp,9,4,5,4,0.5,0.555556,0.444444,72.85,14.64,1
100,10,0.15,0.1,17,laml,9,6,7,2,0.75,0.777778,0.222222,92.53,264.13,1.270144131777625257378174331
100,10,0.15,0.1,17,paup,11,3,6,5,0.375,0.545455,0.454545,72.85,3.55,1
100,10,0.15,0.1,17,star_cdp,13,4,9,4,0.5,0.692308,0.307692,72.85,7.78,1
100,10,0.15,0.1,17,paup-sc,0,8,0,0,1.0,inf,inf,487.84,,6.696499656829100892244337680
100,10,0.15,0.1,17,star_cdp-sc,6,4,2,4,0.5,0.333333,0.666667,250.79,,3.442553191489361702127659574
100,10,0.15,0.1,17,ground-truth,8,0,0,8.0,0.0,0.0,1,72.85,,1
100,10,0.15,0.1,18,cassiopeia-greedy,27,21,22,5,0.807692,0.814815,0.185185,144.30,5.40,1.063531839622641509433962264
100,10,0.15,0.1,18,startle_nni,28,18,20,8,0.692308,0.714286,0.285714,171.31,5.36,1.262603183962264150943396226
100,10,0.15,0.1,18,startle_ilp,25,15,14,11,0.576923,0.56,0.44,130.69,12.83,0.9632222877358490566037735849
100,10,0.15,0.1,18,laml,27,18,19,8,0.692308,0.703704,0.296296,171.31,266.61,1.262603183962264150943396226
100,10,0.15,0.1,18,paup,27,16,17,10,0.615385,0.62963,0.37037,129.39,3.61,0.9536409198113207547169811321
100,10,0.15,0.1,18,star_cdp,26,19,19,7,0.730769,0.730769,0.269231,129.39,9.43,0.9536409198113207547169811321
100,10,0.15,0.1,18,paup-sc,6,21,1,5,0.807692,0.166667,0.833333,393.09,,2.897184551886792452830188679
100,10,0.15,0.1,18,star_cdp-sc,19,16,9,10,0.615385,0.473684,0.526316,240.35,,1.771447523584905660377358491
100,10,0.15,0.1,18,ground-truth,26,0,0,26.0,0.0,0.0,1,135.68,,1
100,10,0.15,0.1,19,cassiopeia-greedy,12,5,10,2,0.714286,0.833333,0.166667,61.09,5.18,1
100,10,0.15,0.1,19,startle_nni,9,7,9,0,1.0,1.0,0.0,90.86,4.76,1.487313799312489769192993943
100,10,0.15,0.1,19,startle_ilp,9,2,4,5,0.285714,0.444444,0.555556,57.93,14.30,0.9482730397773776395482075626
100,10,0.15,0.1,19,laml,7,7,7,0,1.0,1.0,0.0,87.70,336.27,1.435586839089867408741201506
100,10,0.15,0.1,19,paup,8,3,4,4,0.428571,0.5,0.5,57.93,3.67,0.9482730397773776395482075626
100,10,0.15,0.1,19,star_cdp,11,5,9,2,0.714286,0.818182,0.181818,57.93,9.75,0.9482730397773776395482075626
100,10,0.15,0.1,19,paup-sc,0,7,0,0,1.0,inf,inf,177.77,,2.909968898346701587821247340
100,10,0.15,0.1,19,star_cdp-sc,6,2,1,5,0.285714,0.166667,0.833333,68.22,,1.116713046325094123424455721
100,10,0.15,0.1,19,ground-truth,7,0,0,7.0,0.0,0.0,1,61.09,,1
100,10,0.15,0.1,20,cassiopeia-greedy,21,10,14,7,0.588235,0.666667,0.333333,109.95,5.50,0.9575857864483539453056958718
100,10,0.15,0.1,20,startle_nni,23,11,17,6,0.647059,0.73913,0.26087,154.88,5.57,1.348893920919700400627068455
100,10,0.15,0.1,20,startle_ilp,16,8,7,9,0.470588,0.4375,0.5625,109.95,13.42,0.9575857864483539453056958718
100,10,0.15,0.1,20,laml,17,11,11,6,0.647059,0.647059,0.352941,154.88,494.27,1.348893920919700400627068455
100,10,0.15,0.1,20,paup,20,9,12,8,0.529412,0.6,0.4,109.52,3.01,0.9538407942867096324682111130
100,10,0.15,0.1,20,star_cdp,22,12,17,5,0.705882,0.772727,0.227273,109.52,7.30,0.9538407942867096324682111130
100,10,0.15,0.1,20,paup-sc,3,14,0,3,0.823529,0.0,1.0,424.04,,3.693084828427103292109388608
100,10,0.15,0.1,20,star_cdp-sc,10,10,3,7,0.588235,0.3,0.7,332.41,,2.895053126632990768158857342
100,10,0.15,0.1,20,ground-truth,17,0,0,17.0,0.0,0.0,1,114.82,,1
100,20,0.15,0.1,0,cassiopeia-greedy,36,10,15,21,0.322581,0.416667,0.583333,280.50,5.71,1.031667218360366324616572879
100,20,0.15,0.1,0,startle_nni,33,19,21,12,0.612903,0.636364,0.363636,315.97,6.60,1.162124388539482879105520615
100,20,0.15,0.1,0,startle_ilp,30,9,8,22,0.290323,0.266667,0.733333,269.81,19.88,0.9923498473647430946338592813
100,20,0.15,0.1,0,laml,30,20,19,11,0.645161,0.633333,0.366667,315.97,299.71,1.162124388539482879105520615
100,20,0.15,0.1,0,paup,36,11,16,20,0.354839,0.444444,0.555556,269.66,3.78,0.9917981536650851447276472103
100,20,0.15,0.1,0,star_cdp,37,9,15,22,0.290323,0.405405,0.594595,269.66,8.89,0.9917981536650851447276472103
100,20,0.15,0.1,0,paup-sc,16,15,0,16,0.483871,0.0,1.0,415.81,,1.529331715031814336680275111
100,20,0.15,0.1,0,star_cdp-sc,24,10,3,21,0.322581,0.125,0.875,368.37,,1.354849387619993379675604105
100,20,0.15,0.1,0,ground-truth,31,0,0,31.0,0.0,0.0,1,271.89,,1
100,20,0.15,0.1,1,cassiopeia-greedy,40,22,19,21,0.511628,0.475,0.525,307.80,6.65,1.084604813418372740406638712
100,20,0.15,0.1,1,startle_nni,43,25,25,18,0.581395,0.581395,0.418605,319.60,5.44,1.126184854998414320448218753
100,20,0.15,0.1,1,startle_ilp,40,10,7,33,0.232558,0.175,0.825,286.05,19.09,1.007963635082279150075760245
