silencing,dropout,prior,rep,method,#branches,#FN,#FP,#TP,FN_rate,FP_rate,TP_rate,parsimony-score,time,normalized-parsimony-score
25,75,03,04,star_cdp,201,57,59,142,0.286432,0.293532,0.706468,1769.21,58.97,0.9869188803230952885655952607
25,75,03,04,paup-sc,136,77,14,122,0.386935,0.102941,0.897059,1832.68,,1.022324367141566164247542758
25,75,03,04,star_cdp-sc,144,72,17,127,0.361809,0.118056,0.881944,,,
25,75,03,04,ground-truth,249,0,0,249,0.0,0.0,1.0,1792.66,,1
25,75,03,05,cassiopeia_greedy,210,160,167,43,0.788177,0.795238,0.204762,3071.71,8.35,1.649125161733677649345280598
25,75,03,05,startle_nni,203,88,88,115,0.433498,0.433498,0.566502,1984.39,7.42,1.065369933910653216151355879
25,75,03,05,laml,203,88,88,115,0.433498,0.433498,0.566502,1977.46,645.79,1.061649388230620144634200029
25,75,03,05,paup,215,39,51,164,0.192118,0.237209,0.762791,1840.35,47.33,0.9880384187949297498698077450
25,75,03,05,star_cdp,216,45,58,158,0.221675,0.268519,0.731481,1833.42,63.22,0.9843178731148966783526518954
25,75,03,05,paup-sc,171,59,27,144,0.29064,0.157895,0.842105,1879.39,,1.008998029667727890133843007
25,75,03,05,star_cdp-sc,187,47,31,156,0.231527,0.165775,0.834225,,,
25,75,03,05,ground-truth,249,0,0,249,0.0,0.0,1.0,1862.63,,1
25,75,04,01,cassiopeia_greedy,218,160,178,40,0.8,0.816514,0.183486,2603.81,6.48,1.579243921226126142518362173
25,75,04,01,startle_nni,199,96,95,104,0.48,0.477387,0.522613,1860.49,4.82,1.128410875986341333236291296
25,75,04,01,laml,199,96,95,104,0.48,0.477387,0.522613,1855.17,855.13,1.125184228242871959096781237
25,75,04,01,paup,213,45,58,155,0.225,0.2723,0.7277,1630.08,44.34,0.9886642770064957513783001874
25,75,04,01,star_cdp,208,44,52,156,0.22,0.25,0.75,1624.76,60.14,0.9854376292630263772387901284
25,75,04,01,paup-sc,171,57,28,143,0.285,0.163743,0.836257,1650.10,,1.000806661935867343534877515
25,75,04,01,star_cdp-sc,186,51,37,149,0.255,0.198925,0.801075,,,
25,75,04,01,ground-truth,249,0,0,249,0.0,0.0,1.0,1648.77,,1
25,75,04,02,cassiopeia_greedy,219,162,183,36,0.818182,0.835616,0.164384,2713.83,5.66,1.592071993851894003836699734
25,75,04,02,startle_nni,207,79,88,119,0.39899,0.425121,0.574879,1775.53,4.75,1.041617045741204629852339859
25,75,04,02,laml,207,79,88,119,0.39899,0.425121,0.574879,1770.21,496.57,1.038496060636282038496060636
25,75,04,02,paup,212,52,66,146,0.262626,0.311321,0.688679,1657.50,43.38,0.9723745886107509723745886108
25,75,04,02,star_cdp,209,57,68,141,0.287879,0.325359,0.674641,1652.18,58.82,0.9692536035058283810183093882
25,75,04,02,paup-sc,166,65,33,133,0.328283,0.198795,0.801205,1683.99,,0.9879149824884576349738060179
25,75,04,02,star_cdp-sc,174,62,38,136,0.313131,0.218391,0.781609,,,
25,75,04,02,ground-truth,249,0,0,249,0.0,0.0,1.0,1704.59,,1
25,75,04,03,cassiopeia_greedy,217,169,183,34,0.832512,0.843318,0.156682,2732.18,7.82,1.627828553043934176189511564
25,75,04,03,startle_nni,204,124,125,79,0.610837,0.612745,0.387255,1924.66,5.43,1.146709405274007697715708821
25,75,04,03,laml,204,124,125,79,0.610837,0.612745,0.387255,1919.34,461.62,1.143539757629198889431727458
25,75,04,03,paup,218,63,78,140,0.310345,0.357798,0.642202,1658.18,47.92,0.9879410397874191203631987226
25,75,04,03,star_cdp,213,60,70,143,0.295567,0.328638,0.671362,1652.85,63.18,0.9847654341583155586801873190
25,75,04,03,paup-sc,171,74,42,129,0.364532,0.245614,0.754386,1681.69,,1.001948260864384361482823131
25,75,04,03,star_cdp-sc,182,71,50,132,0.349754,0.274725,0.725275,,,
25,75,04,03,ground-truth,249,0,0,249,0.0,0.0,1.0,1678.42,,1
25,75,04,04,cassiopeia_greedy,219,157,169,50,0.758454,0.771689,0.228311,2505.59,5.40,1.499859327766304510490557002
25,75,04,04,startle_nni,209,97,99,110,0.468599,0.473684,0.526316,1773.73,2.74,1.061764089671066415252461764
25,75,04,04,laml,209,97,99,110,0.468599,0.473684,0.526316,1768.41,430.85,1.058579509742300439974858580
25,75,04,04,paup,212,56,61,151,0.270531,0.287736,0.712264,1657.78,49.79,0.9923558109604621232528209272
