silencing,dropout,prior,rep,method,#branches,#FN,#FP,#TP,FN_rate,FP_rate,TP_rate,parsimony-score,time,normalized-parsimony-score
0,100,02,02,laml,171,110,71,100,0.52381,0.415205,0.584795,2370.79,994.84,1.101038904343706896151363301
0,100,02,02,paup,227,48,65,162,0.228571,0.286344,0.713656,2137.08,62.99,0.9924996400756073433864473373
0,100,02,02,star_cdp,224,54,68,156,0.257143,0.303571,0.696429,2135.39,73.67,0.9917147726903303409296730958
0,100,02,02,paup-sc,168,67,25,143,0.319048,0.14881,0.85119,2168.89,,1.007272794824519442883482025
0,100,02,02,star_cdp-sc,172,67,29,143,0.319048,0.168605,0.831395,,,
0,100,02,02,ground-truth,249,0,0,249,0.0,0.0,1.0,2153.23,,1
0,100,02,03,cassiopeia_greedy,223,150,159,64,0.700935,0.713004,0.286996,2996.25,9.50,1.365488294512525805848870011
0,100,02,03,startle_nni,216,113,115,101,0.528037,0.532407,0.467593,2420.23,2.37,1.102977299967642997443341066
0,100,02,03,laml,163,119,68,95,0.556075,0.417178,0.582822,2418.54,764.38,1.102207112160308439708878123
0,100,02,03,paup,213,43,42,171,0.200935,0.197183,0.802817,2183.61,52.26,0.9951418922921974050595414420
0,100,02,03,star_cdp,213,45,44,169,0.21028,0.206573,0.793427,2181.92,70.52,0.9943717044848628473250784999
0,100,02,03,paup-sc,156,65,7,149,0.303738,0.044872,0.955128,2232.92,,1.017614058434012222743782670
0,100,02,03,star_cdp-sc,162,62,10,152,0.28972,0.061728,0.938272,,,
0,100,02,03,ground-truth,249,0,0,249,0.0,0.0,1.0,2194.27,,1
0,100,02,04,cassiopeia_greedy,235,147,172,63,0.7,0.731915,0.268085,2980.93,5.86,1.368214990590719236241795566
0,100,02,04,startle_nni,212,106,108,104,0.504762,0.509434,0.490566,2394.76,6.99,1.099169229356955982925597834
0,100,02,04,laml,173,108,71,102,0.514286,0.410405,0.589595,2393.07,1215.49,1.098393537430577867535686419
0,100,02,04,paup,220,33,43,177,0.157143,0.195455,0.804545,2160.47,51.36,0.9916326249598384357644466884
0,100,02,04,star_cdp,216,40,46,170,0.190476,0.212963,0.787037,2158.78,65.16,0.9908569330334603203745352733
0,100,02,04,paup-sc,170,51,11,159,0.242857,0.064706,0.935294,2188.00,,1.004268600541607380548033231
0,100,02,04,star_cdp-sc,180,45,15,165,0.214286,0.083333,0.916667,,,
0,100,02,04,ground-truth,249,0,0,249,0.0,0.0,1.0,2178.70,,1
0,100,02,05,cassiopeia_greedy,229,157,176,53,0.747619,0.768559,0.231441,2941.29,5.59,1.377679207104582755648817776
0,100,02,05,startle_nni,218,130,138,80,0.619048,0.633028,0.366972,2425.98,5.55,1.136311687338404466594221906
