"NLIN","NCHR","LABL","REPL","MTHD","NIBR_TRUE","NIBR_ESTI","FN","FP","TP","FN_RATE","FP_RATE","TP_RATE","PRECISION","RECALL","F1SCORE","RF","PSCORE","NORM_PSCORE","SECS"
50,30,"50x30",15,"StarCDP-Rand",14,19,3,8,11,0.214286,0.421053,0.578947,0.5789473684210527,0.7857142857142857,0.6666666666666666,11,138.36,1.0,3.69
50,30,"50x30",15,"StarCDP-Bias",14,18,2,6,12,0.142857,0.333333,0.666667,0.6666666666666666,0.8571428571428571,0.7499999999999999,8,138.36,1.0,3.75
50,30,"50x30",15,"PAUP*",14,14,5,5,9,0.357143,0.357143,0.642857,0.6428571428571429,0.6428571428571429,0.6428571428571429,10,138.36,1.0,1.39
50,30,"50x30",15,"PAUP*-SC",14,8,6,0,8,0.428571,0.0,1.0,1.0,0.5714285714285714,0.7272727272727273,6,165.39,1.1953599306157847,"NA"
50,30,"50x30",15,"StarCDP-SC",14,13,3,2,11,0.214286,0.153846,0.846154,0.8461538461538461,0.7857142857142857,0.8148148148148148,5,142.43,1.0294160161896502,"NA"
50,30,"50x30",15,"Startle-ILP",14,13,5,4,9,0.357143,0.307692,0.692308,0.6923076923076923,0.6428571428571429,0.6666666666666666,9,138.36,1.0,15.77
50,30,"50x30",16,"Startle-NNI (C++)",14,15,6,7,8,0.428571,0.466667,0.533333,0.5333333333333333,0.5714285714285714,0.5517241379310345,13,149.2,1.0783463428736628,3.46
50,30,"50x30",16,"LAML",14,12,6,4,8,0.428571,0.333333,0.666667,0.6666666666666666,0.5714285714285714,0.6153846153846154,10,147.29,1.0645417750795025,309.38
50,30,"50x30",16,"Cassiopeia-Greedy",14,18,4,8,10,0.285714,0.444444,0.555556,0.5555555555555556,0.7142857142857143,0.625,12,144.34,1.0432205839838102,5.22
50,30,"50x30",16,"Startle-NNI (Py)",14,14,8,8,6,0.571429,0.571429,0.428571,0.42857142857142855,0.42857142857142855,0.42857142857142855,16,147.76,1.0679387106100027,165.42
50,30,"50x30",16,"StarCDP-Rand",14,19,3,8,11,0.214286,0.421053,0.578947,0.5789473684210527,0.7857142857142857,0.6666666666666666,11,138.36,1.0,3.77
50,30,"50x30",16,"StarCDP-Bias",14,18,2,6,12,0.142857,0.333333,0.666667,0.6666666666666666,0.8571428571428571,0.7499999999999999,8,138.36,1.0,3.71
50,30,"50x30",16,"PAUP*",14,14,5,5,9,0.357143,0.357143,0.642857,0.6428571428571429,0.6428571428571429,0.6428571428571429,10,138.36,1.0,1.41
50,30,"50x30",16,"PAUP*-SC",14,8,6,0,8,0.428571,0.0,1.0,1.0,0.5714285714285714,0.7272727272727273,6,165.39,1.1953599306157847,"NA"
50,30,"50x30",16,"StarCDP-SC",14,13,3,2,11,0.214286,0.153846,0.846154,0.8461538461538461,0.7857142857142857,0.8148148148148148,5,142.43,1.0294160161896502,"NA"
50,30,"50x30",16,"Startle-ILP",14,13,5,4,9,0.357143,0.307692,0.692308,0.6923076923076923,0.6428571428571429,0.6666666666666666,9,138.36,1.0,12.93
50,30,"50x30",17,"Startle-NNI (C++)",22,26,4,8,18,0.181818,0.307692,0.692308,0.6923076923076923,0.8181818181818182,0.75,12,212.26,0.9999528901870258,3.58
50,30,"50x30",17,"LAML",22,24,4,6,18,0.181818,0.25,0.75,0.75,0.8181818181818182,0.782608695652174,10,209.28,0.9859141659207612,125.77
50,30,"50x30",17,"Cassiopeia-Greedy",22,26,2,6,20,0.090909,0.230769,0.769231,0.7692307692307693,0.9090909090909091,0.8333333333333334,8,211.59,0.996796532717765,5.81
50,30,"50x30",17,"Startle-NNI (Py)",22,24,2,4,20,0.090909,0.166667,0.833333,0.8333333333333334,0.9090909090909091,0.8695652173913044,6,209.28,0.9859141659207612,244.27
50,30,"50x30",17,"StarCDP-Rand",22,31,4,13,18,0.181818,0.419355,0.580645,0.5806451612903226,0.8181818181818182,0.679245283018868,17,209.28,0.9859141659207612,4.03
50,30,"50x30",17,"StarCDP-Bias",22,25,3,6,19,0.136364,0.24,0.76,0.76,0.8636363636363636,0.8085106382978723,9,209.28,0.9859141659207612,4.04
50,30,"50x30",17,"PAUP*",22,26,4,8,18,0.181818,0.307692,0.692308,0.6923076923076923,0.8181818181818182,0.75,12,209.28,0.9859141659207612,1.68
50,30,"50x30",17,"PAUP*-SC",22,16,7,1,15,0.318182,0.0625,0.9375,0.9375,0.6818181818181818,0.7894736842105263,8,236.42,1.1137701983323125,"NA"
50,30,"50x30",17,"StarCDP-SC",22,19,6,3,16,0.272727,0.157895,0.842105,0.8421052631578947,0.7272727272727273,0.7804878048780488,9,228.24,1.0752343713195458,"NA"
50,30,"50x30",17,"Startle-ILP",22,22,2,2,20,0.090909,0.090909,0.909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,4,209.28,0.9859141659207612,14.99
50,30,"50x30",18,"Startle-NNI (C++)",23,27,9,13,14,0.391304,0.481481,0.518519,0.5185185185185185,0.6086956521739131,0.56,22,168.8,1.0774238845982003,3.42
50,30,"50x30",18,"LAML",23,26,10,13,13,0.434783,0.5,0.5,0.5,0.5652173913043478,0.5306122448979592,23,166.24,1.0610838067275166,351.61
50,30,"50x30",18,"Cassiopeia-Greedy",23,27,9,13,14,0.391304,0.481481,0.518519,0.5185185185185185,0.6086956521739131,0.56,22,163.88,1.04602029744048,5.48
50,30,"50x30",18,"Startle-NNI (Py)",23,26,6,9,17,0.26087,0.346154,0.653846,0.6538461538461539,0.7391304347826086,0.6938775510204082,15,159.36,1.0171698474500543,304.51
50,30,"50x30",18,"StarCDP-Rand",23,29,7,13,16,0.304348,0.448276,0.551724,0.5517241379310345,0.6956521739130435,0.6153846153846154,20,154.11,0.9836599221293165,3.35
50,30,"50x30",18,"StarCDP-Bias",23,27,5,9,18,0.217391,0.333333,0.666667,0.6666666666666666,0.782608695652174,0.72,14,154.11,0.9836599221293165,3.35
50,30,"50x30",18,"PAUP*",23,26,3,6,20,0.130435,0.230769,0.769231,0.7692307692307693,0.8695652173913043,0.8163265306122448,9,156.67,1.0,1.48
50,30,"50x30",18,"PAUP*-SC",23,13,10,0,13,0.434783,0.0,1.0,1.0,0.5652173913043478,0.7222222222222222,10,209.9,1.3397587285376908,"NA"
50,30,"50x30",18,"StarCDP-SC",23,19,9,5,14,0.391304,0.263158,0.736842,0.7368421052631579,0.6086956521739131,0.6666666666666666,14,182.19,1.1628901512733771,"NA"
50,30,"50x30",18,"Startle-ILP",23,24,3,4,20,0.130435,0.166667,0.833333,0.8333333333333334,0.8695652173913043,0.851063829787234,7,158.5,1.0116806025403715,12.82
50,30,"50x30",19,"Startle-NNI (C++)",11,13,9,11,2,0.818182,0.846154,0.153846,0.15384615384615385,0.18181818181818182,0.16666666666666666,20,142.64,1.2629714892863466,3.29
50,30,"50x30",19,"LAML",11,13,9,11,2,0.818182,0.846154,0.153846,0.15384615384615385,0.18181818181818182,0.16666666666666666,20,138.26,1.2241898353107845,364.59
50,30,"50x30",19,"Cassiopeia-Greedy",11,16,9,14,2,0.818182,0.875,0.125,0.125,0.18181818181818182,0.14814814814814814,23,119.36,1.0568443421285638,5.06
50,30,"50x30",19,"Startle-NNI (Py)",11,14,9,12,2,0.818182,0.857143,0.142857,0.14285714285714285,0.18181818181818182,0.16,21,121.99,1.0801310430316982,217.68
50,30,"50x30",19,"StarCDP-Rand",11,16,10,15,1,0.909091,0.9375,0.0625,0.0625,0.09090909090909091,0.07407407407407407,25,107.84,0.954843279617496,4.14
50,30,"50x30",19,"StarCDP-Bias",11,14,7,10,4,0.636364,0.714286,0.285714,0.2857142857142857,0.36363636363636365,0.32,17,107.84,0.954843279617496,4.1
50,30,"50x30",19,"PAUP*",11,13,7,9,4,0.636364,0.692308,0.307692,0.3076923076923077,0.36363636363636365,0.3333333333333333,16,107.84,0.954843279617496,1.42
50,30,"50x30",19,"PAUP*-SC",11,1,10,0,1,0.909091,0.0,1.0,1.0,0.09090909090909091,0.16666666666666666,10,172.61,1.5283336284752969,"NA"
50,30,"50x30",19,"StarCDP-SC",11,6,7,2,4,0.636364,0.333333,0.666667,0.6666666666666666,0.36363636363636365,0.47058823529411764,9,125.64,1.1124490880113336,"NA"
50,30,"50x30",19,"Startle-ILP",11,11,7,7,4,0.636364,0.636364,0.363636,0.36363636363636365,0.36363636363636365,0.36363636363636365,14,112.21,0.9935363910040729,18.14
50,30,"50x30",20,"Startle-NNI (C++)",26,20,14,8,12,0.538462,0.4,0.6,0.6,0.46153846153846156,0.5217391304347826,22,152.06,1.0739459001341902,3.54
50,30,"50x30",20,"LAML",26,19,14,7,12,0.538462,0.368421,0.631579,0.631578947368421,0.46153846153846156,0.5333333333333333,21,149.28,1.0543117451797444,187.49
50,30,"50x30",20,"Cassiopeia-Greedy",26,27,14,15,12,0.538462,0.555556,0.444444,0.4444444444444444,0.46153846153846156,0.45283018867924535,29,144.37,1.0196341549544459,5.76
50,30,"50x30",20,"Startle-NNI (Py)",26,23,11,8,15,0.423077,0.347826,0.652174,0.6521739130434783,0.5769230769230769,0.6122448979591837,19,146.36,1.0336888198319092,157.57
50,30,"50x30",20,"StarCDP-Rand",26,30,8,12,18,0.307692,0.4,0.6,0.6,0.6923076923076923,0.6428571428571428,20,141.59,1.0,3.95
50,30,"50x30",20,"StarCDP-Bias",26,26,7,7,19,0.269231,0.269231,0.730769,0.7307692307692307,0.7307692307692307,0.7307692307692307,14,141.59,1.0,3.88
50,30,"50x30",20,"PAUP*",26,27,8,9,18,0.307692,0.333333,0.666667,0.6666666666666666,0.6923076923076923,0.6792452830188679,17,141.59,1.0,1.68
50,30,"50x30",20,"PAUP*-SC",26,11,15,0,11,0.576923,0.0,1.0,1.0,0.4230769230769231,0.5945945945945946,15,198.48,1.401793911999435,"NA"
50,30,"50x30",20,"StarCDP-SC",26,18,9,1,17,0.346154,0.055556,0.944444,0.9444444444444444,0.6538461538461539,0.7727272727272728,10,190.06,1.3423264354827318,"NA"
50,30,"50x30",20,"Startle-ILP",26,22,11,7,15,0.423077,0.318182,0.681818,0.6818181818181818,0.5769230769230769,0.625,18,142.13,1.003813828660216,15.01
100,10,"100x10",0,"Startle-NNI (C++)",19,14,12,7,7,0.631579,0.5,0.5,0.5,0.3684210526315789,0.42424242424242425,19,197.06,1.1343541330877274,4.97
100,10,"100x10",0,"LAML",19,13,12,6,7,0.631579,0.461538,0.538462,0.5384615384615384,0.3684210526315789,0.4375,18,197.06,1.1343541330877274,3629.72
100,10,"100x10",0,"Cassiopeia-Greedy",19,26,11,18,8,0.578947,0.692308,0.307692,0.3076923076923077,0.42105263157894735,0.35555555555555557,29,165.71,0.9538913193644947,5.43
100,10,"100x10",0,"Startle-NNI (Py)",19,19,9,9,10,0.473684,0.473684,0.526316,0.5263157894736842,0.5263157894736842,0.5263157894736842,18,163.44,0.9408243149896385,250.56
100,10,"100x10",0,"StarCDP-Rand",19,27,8,16,11,0.421053,0.592593,0.407407,0.4074074074074074,0.5789473684210527,0.4782608695652174,24,159.45,0.9178563205157725,7.84
100,10,"100x10",0,"StarCDP-Bias",19,22,8,11,11,0.421053,0.5,0.5,0.5,0.5789473684210527,0.5365853658536585,19,159.45,0.9178563205157725,7.89
100,10,"100x10",0,"PAUP*",19,21,8,10,11,0.421053,0.47619,0.52381,0.5238095238095238,0.5789473684210527,0.55,18,159.45,0.9178563205157725,3.41
100,10,"100x10",0,"PAUP*-SC",19,8,12,1,7,0.631579,0.125,0.875,0.875,0.3684210526315789,0.5185185185185185,13,242.37,1.395176145521529,"NA"
100,10,"100x10",0,"StarCDP-SC",19,17,8,6,11,0.421053,0.352941,0.647059,0.6470588235294118,0.5789473684210527,0.6111111111111112,14,213.64,1.229795072530509,"NA"
100,10,"100x10",0,"Startle-ILP",19,19,9,9,10,0.473684,0.473684,0.526316,0.5263157894736842,0.5263157894736842,0.5263157894736842,18,161.35,0.928793460741423,13.67
100,10,"100x10",1,"Startle-NNI (C++)",21,35,15,29,6,0.714286,0.828571,0.171429,0.17142857142857143,0.2857142857142857,0.2142857142857143,44,208.47,1.4642832057315445,4.72
100,10,"100x10",1,"LAML",21,35,15,29,6,0.714286,0.828571,0.171429,0.17142857142857143,0.2857142857142857,0.2142857142857143,44,206.72,1.4519912902999226,1212.38
100,10,"100x10",1,"Cassiopeia-Greedy",21,29,14,22,7,0.666667,0.758621,0.241379,0.2413793103448276,0.3333333333333333,0.28,36,149.34,1.048956943176231,5.8
100,10,"100x10",1,"Startle-NNI (Py)",21,22,12,13,9,0.571429,0.590909,0.409091,0.4090909090909091,0.42857142857142855,0.4186046511627907,25,150.04,1.0538737093488797,268.94
100,10,"100x10",1,"StarCDP-Rand",21,29,11,19,10,0.52381,0.655172,0.344828,0.3448275862068966,0.47619047619047616,0.4,30,130.39,0.9158530589309545,9.05
100,10,"100x10",1,"StarCDP-Bias",21,28,13,20,8,0.619048,0.714286,0.285714,0.2857142857142857,0.38095238095238093,0.32653061224489793,33,130.39,0.9158530589309545,9.36
100,10,"100x10",1,"PAUP*",21,29,11,19,10,0.52381,0.655172,0.344828,0.3448275862068966,0.47619047619047616,0.4,30,130.39,0.9158530589309545,3.67
100,10,"100x10",1,"PAUP*-SC",21,8,14,1,7,0.666667,0.125,0.875,0.875,0.3333333333333333,0.48275862068965525,15,427.14,3.0002107185502562,"NA"
100,10,"100x10",1,"StarCDP-SC",21,19,9,7,12,0.428571,0.368421,0.631579,0.631578947368421,0.5714285714285714,0.6,16,231.18,1.62379714827562,"NA"
100,10,"100x10",1,"Startle-ILP",21,22,10,11,11,0.47619,0.5,0.5,0.5,0.5238095238095238,0.5116279069767442,21,134.25,0.9429655123972747,13.6
100,10,"100x10",2,"Startle-NNI (C++)",15,17,12,14,3,0.8,0.823529,0.176471,0.17647058823529413,0.2,0.1875,26,117.8,1.1924283834396192,4.67
100,10,"100x10",2,"LAML",15,17,12,14,3,0.8,0.823529,0.176471,0.17647058823529413,0.2,0.1875,26,117.8,1.1924283834396192,1302.5
100,10,"100x10",2,"Cassiopeia-Greedy",15,23,10,18,5,0.666667,0.782609,0.217391,0.21739130434782608,0.3333333333333333,0.2631578947368421,28,98.79,1.0,5.95
100,10,"100x10",2,"Startle-NNI (Py)",15,15,10,10,5,0.666667,0.666667,0.333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,20,98.79,1.0,126.98
100,10,"100x10",2,"StarCDP-Rand",15,27,13,25,2,0.866667,0.925926,0.074074,0.07407407407407407,0.13333333333333333,0.09523809523809523,38,98.79,1.0,7.23
100,10,"100x10",2,"StarCDP-Bias",15,18,11,14,4,0.733333,0.777778,0.222222,0.2222222222222222,0.26666666666666666,0.24242424242424243,25,98.79,1.0,7.23
100,10,"100x10",2,"PAUP*",15,17,8,10,7,0.533333,0.588235,0.411765,0.4117647058823529,0.4666666666666667,0.4375,18,98.79,1.0,2.81
100,10,"100x10",2,"PAUP*-SC",15,1,14,0,1,0.933333,0.0,1.0,1.0,0.06666666666666667,0.125,14,500.33,5.064581435367952,"NA"
100,10,"100x10",2,"StarCDP-SC",15,10,10,5,5,0.666667,0.5,0.5,0.5,0.3333333333333333,0.4,15,404.91,4.098694199817795,"NA"
100,10,"100x10",2,"Startle-ILP",15,15,9,9,6,0.6,0.6,0.4,0.4,0.4,0.4,18,98.79,1.0,13.77
100,10,"100x10",3,"Startle-NNI (C++)",18,18,11,11,7,0.611111,0.611111,0.388889,0.3888888888888889,0.3888888888888889,0.38888888888888895,22,140.42,1.1480663886844902,5.17
100,10,"100x10",3,"LAML",18,19,11,12,7,0.611111,0.631579,0.368421,0.3684210526315789,0.3888888888888889,0.3783783783783784,23,140.42,1.1480663886844902,3774.02
100,10,"100x10",3,"Cassiopeia-Greedy",18,23,6,11,12,0.333333,0.478261,0.521739,0.5217391304347826,0.6666666666666666,0.5853658536585366,17,122.31,1.0,5.47
100,10,"100x10",3,"Startle-NNI (Py)",18,19,8,9,10,0.444444,0.473684,0.526316,0.5263157894736842,0.5555555555555556,0.5405405405405405,17,129.45,1.0583762570517536,81.08
100,10,"100x10",3,"StarCDP-Rand",18,29,8,19,10,0.444444,0.655172,0.344828,0.3448275862068966,0.5555555555555556,0.4255319148936171,27,122.31,1.0,7.73
100,10,"100x10",3,"StarCDP-Bias",18,23,6,11,12,0.333333,0.478261,0.521739,0.5217391304347826,0.6666666666666666,0.5853658536585366,17,122.31,1.0,7.53
100,10,"100x10",3,"PAUP*",18,25,7,14,11,0.388889,0.56,0.44,0.44,0.6111111111111112,0.5116279069767442,21,122.31,1.0,3.23
100,10,"100x10",3,"PAUP*-SC",18,6,12,0,6,0.666667,0.0,1.0,1.0,0.3333333333333333,0.5,12,352.75,2.884065080533072,"NA"
100,10,"100x10",3,"StarCDP-SC",18,13,8,3,10,0.444444,0.230769,0.769231,0.7692307692307693,0.5555555555555556,0.6451612903225807,11,278.41,2.2762652277001063,"NA"
100,10,"100x10",3,"Startle-ILP",18,18,6,6,12,0.333333,0.333333,0.666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,122.31,1.0,13.06
100,10,"100x10",4,"Startle-NNI (C++)",22,23,20,21,2,0.909091,0.913043,0.086957,0.08695652173913043,0.09090909090909091,0.08888888888888889,41,148.85,1.4137145028017855,6.08
100,10,"100x10",4,"LAML",22,24,20,22,2,0.909091,0.916667,0.083333,0.08333333333333333,0.09090909090909091,0.08695652173913043,42,148.85,1.4137145028017855,4620.8
100,10,"100x10",4,"Cassiopeia-Greedy",22,22,13,13,9,0.590909,0.590909,0.409091,0.4090909090909091,0.4090909090909091,0.4090909090909091,26,100.16,0.9512774242568144,5.98
100,10,"100x10",4,"Startle-NNI (Py)",22,21,15,14,7,0.681818,0.666667,0.333333,0.3333333333333333,0.3181818181818182,0.32558139534883723,29,107.09,1.017095640611644,130.77
100,10,"100x10",4,"StarCDP-Rand",22,28,16,22,6,0.727273,0.785714,0.214286,0.21428571428571427,0.2727272727272727,0.24,38,100.16,0.9512774242568144,8.57
100,10,"100x10",4,"StarCDP-Bias",22,26,15,19,7,0.681818,0.730769,0.269231,0.2692307692307692,0.3181818181818182,0.29166666666666663,34,100.16,0.9512774242568144,8.63
100,10,"100x10",4,"PAUP*",22,23,15,16,7,0.681818,0.695652,0.304348,0.30434782608695654,0.3181818181818182,0.3111111111111111,31,100.16,0.9512774242568144,3.22
100,10,"100x10",4,"PAUP*-SC",22,5,17,0,5,0.772727,0.0,1.0,1.0,0.22727272727272727,0.37037037037037035,17,252.44,2.3975686200018993,"NA"
100,10,"100x10",4,"StarCDP-SC",22,14,14,6,8,0.636364,0.428571,0.571429,0.5714285714285714,0.36363636363636365,0.4444444444444444,20,178.29,1.6933232025833411,"NA"
100,10,"100x10",4,"Startle-ILP",22,23,12,13,10,0.545455,0.565217,0.434783,0.43478260869565216,0.45454545454545453,0.4444444444444444,25,100.16,0.9512774242568144,14.1
100,10,"100x10",5,"Startle-NNI (C++)",24,28,19,23,5,0.791667,0.821429,0.178571,0.17857142857142858,0.20833333333333334,0.19230769230769235,42,175.07,1.5547957371225578,4.85
100,10,"100x10",5,"LAML",24,28,19,23,5,0.791667,0.821429,0.178571,0.17857142857142858,0.20833333333333334,0.19230769230769235,42,175.07,1.5547957371225578,639.48
100,10,"100x10",5,"Cassiopeia-Greedy",24,23,13,12,11,0.541667,0.521739,0.478261,0.4782608695652174,0.4583333333333333,0.4680851063829787,25,111.03,0.9860568383658971,5.19
100,10,"100x10",5,"Startle-NNI (Py)",24,23,16,15,8,0.666667,0.652174,0.347826,0.34782608695652173,0.3333333333333333,0.3404255319148936,31,132.03,1.1725577264653642,370.41
100,10,"100x10",5,"StarCDP-Rand",24,30,19,25,5,0.791667,0.833333,0.166667,0.16666666666666666,0.20833333333333334,0.18518518518518517,44,107.38,0.9536412078152753,8.56
100,10,"100x10",5,"StarCDP-Bias",24,24,17,17,7,0.708333,0.708333,0.291667,0.2916666666666667,0.2916666666666667,0.2916666666666667,34,107.38,0.9536412078152753,8.58
100,10,"100x10",5,"PAUP*",24,24,14,14,10,0.583333,0.583333,0.416667,0.4166666666666667,0.4166666666666667,0.4166666666666667,28,107.38,0.9536412078152753,3.41
100,10,"100x10",5,"PAUP*-SC",24,2,22,0,2,0.916667,0.0,1.0,1.0,0.08333333333333333,0.15384615384615385,22,344.02,3.055239786856128,"NA"
100,10,"100x10",5,"StarCDP-SC",24,14,15,5,9,0.625,0.357143,0.642857,0.6428571428571429,0.375,0.4736842105263159,20,221.62,1.9682060390763767,"NA"
100,10,"100x10",5,"Startle-ILP",24,23,13,12,11,0.541667,0.521739,0.478261,0.4782608695652174,0.4583333333333333,0.4680851063829787,25,107.38,0.9536412078152753,12.12
100,10,"100x10",6,"Startle-NNI (C++)",21,19,17,15,4,0.809524,0.789474,0.210526,0.21052631578947367,0.19047619047619047,0.2,32,166.49,1.4004878869448185,6.23
100,10,"100x10",6,"LAML",21,20,17,16,4,0.809524,0.8,0.2,0.2,0.19047619047619047,0.1951219512195122,33,166.49,1.4004878869448185,2768.26
100,10,"100x10",6,"Cassiopeia-Greedy",21,22,9,10,12,0.428571,0.454545,0.545455,0.5454545454545454,0.5714285714285714,0.5581395348837209,19,118.63,0.9978970390309556,5.62
100,10,"100x10",6,"Startle-NNI (Py)",21,20,9,8,12,0.428571,0.4,0.6,0.6,0.5714285714285714,0.5853658536585366,17,125.15,1.0527422611036341,190.53
100,10,"100x10",6,"StarCDP-Rand",21,31,12,22,9,0.571429,0.709677,0.290323,0.2903225806451613,0.42857142857142855,0.34615384615384615,34,115.56,0.9720726783310902,8.15
100,10,"100x10",6,"StarCDP-Bias",21,25,10,14,11,0.47619,0.56,0.44,0.44,0.5238095238095238,0.4782608695652174,24,115.56,0.9720726783310902,8.13
100,10,"100x10",6,"PAUP*",21,23,6,8,15,0.285714,0.347826,0.652174,0.6521739130434783,0.7142857142857143,0.6818181818181819,14,115.56,0.9720726783310902,3.53
100,10,"100x10",6,"PAUP*-SC",21,4,18,1,3,0.857143,0.25,0.75,0.75,0.14285714285714285,0.24,19,278.12,2.3395020188425306,"NA"
100,10,"100x10",6,"StarCDP-SC",21,18,10,7,11,0.47619,0.388889,0.611111,0.6111111111111112,0.5238095238095238,0.5641025641025642,17,159.56,1.3421938088829073,"NA"
100,10,"100x10",6,"Startle-ILP",21,18,12,9,9,0.571429,0.5,0.5,0.5,0.42857142857142855,0.46153846153846145,21,122.36,1.0292732166890983,14.12
100,10,"100x10",7,"Startle-NNI (C++)",20,18,12,10,8,0.6,0.555556,0.444444,0.4444444444444444,0.4,0.42105263157894735,22,140.98,1.250487848146177,4.92
100,10,"100x10",7,"LAML",20,17,11,8,9,0.55,0.470588,0.529412,0.5294117647058824,0.45,0.4864864864864865,19,133.95,1.1881319850984566,1306.65
100,10,"100x10",7,"Cassiopeia-Greedy",20,26,15,21,5,0.75,0.807692,0.192308,0.19230769230769232,0.25,0.2173913043478261,36,122.28,1.084619478445982,5.18
100,10,"100x10",7,"Startle-NNI (Py)",20,20,12,12,8,0.6,0.6,0.4,0.4,0.4,0.4,24,127.14,1.1277275146354444,142.91
100,10,"100x10",7,"StarCDP-Rand",20,25,12,17,8,0.6,0.68,0.32,0.32,0.4,0.35555555555555557,29,109.22,0.9687777186446692,8.59
100,10,"100x10",7,"StarCDP-Bias",20,20,12,12,8,0.6,0.6,0.4,0.4,0.4,0.4,24,109.22,0.9687777186446692,8.52
100,10,"100x10",7,"PAUP*",20,20,10,10,10,0.5,0.5,0.5,0.5,0.5,0.5,20,112.74,1.0,3.86
100,10,"100x10",7,"PAUP*-SC",20,5,15,0,5,0.75,0.0,1.0,1.0,0.25,0.4,15,409.2,3.6295902075572113,"NA"
100,10,"100x10",7,"StarCDP-SC",20,13,10,3,10,0.5,0.230769,0.769231,0.7692307692307693,0.5,0.6060606060606061,13,283.18,2.5117970551711903,"NA"
100,10,"100x10",7,"Startle-ILP",20,20,11,11,9,0.55,0.55,0.45,0.45,0.45,0.44999999999999996,22,112.74,1.0,13.96
100,10,"100x10",8,"Startle-NNI (C++)",13,18,9,14,4,0.692308,0.777778,0.222222,0.2222222222222222,0.3076923076923077,0.25806451612903225,23,105.72,1.1595919710431062,5.4
100,10,"100x10",8,"LAML",13,17,9,13,4,0.692308,0.764706,0.235294,0.23529411764705882,0.3076923076923077,0.26666666666666666,22,103.69,1.1373258747394976,3889.82
100,10,"100x10",8,"Cassiopeia-Greedy",13,19,7,13,6,0.538462,0.684211,0.315789,0.3157894736842105,0.46153846153846156,0.37499999999999994,20,81.79,0.8971152791488429,6.41
100,10,"100x10",8,"Startle-NNI (Py)",13,18,7,12,6,0.538462,0.666667,0.333333,0.3333333333333333,0.46153846153846156,0.38709677419354843,19,83.65,0.9175167269935286,92.49
100,10,"100x10",8,"StarCDP-Rand",13,21,8,16,5,0.615385,0.761905,0.238095,0.23809523809523808,0.38461538461538464,0.29411764705882354,24,79.76,0.8748491828452342,7.81
100,10,"100x10",8,"StarCDP-Bias",13,17,8,12,5,0.615385,0.705882,0.294118,0.29411764705882354,0.38461538461538464,0.3333333333333333,20,79.76,0.8748491828452342,7.8
100,10,"100x10",8,"PAUP*",13,16,5,8,8,0.384615,0.5,0.5,0.5,0.6153846153846154,0.5517241379310345,13,79.76,0.8748491828452342,3.49
100,10,"100x10",8,"PAUP*-SC",13,4,10,1,3,0.769231,0.25,0.75,0.75,0.23076923076923078,0.35294117647058826,11,303.41,3.327958758363497,"NA"
100,10,"100x10",8,"StarCDP-SC",13,11,8,6,5,0.615385,0.545455,0.454545,0.45454545454545453,0.38461538461538464,0.4166666666666667,14,186.3,2.043435340572557,"NA"
100,10,"100x10",8,"Startle-ILP",13,17,7,11,6,0.538462,0.647059,0.352941,0.35294117647058826,0.46153846153846156,0.4,18,81.79,0.8971152791488429,15.11
100,10,"100x10",9,"Startle-NNI (C++)",16,22,12,18,4,0.75,0.818182,0.181818,0.18181818181818182,0.25,0.21052631578947367,30,88.22,1.1728263759638393,5.16
100,10,"100x10",9,"LAML",16,20,12,16,4,0.75,0.8,0.2,0.2,0.25,0.2222222222222222,28,81.22,1.0797660196756182,6686.3
100,10,"100x10",9,"Cassiopeia-Greedy",16,22,11,17,5,0.6875,0.772727,0.227273,0.22727272727272727,0.3125,0.2631578947368421,28,82.77,1.1003722414251529,5.59
100,10,"100x10",9,"Startle-NNI (Py)",16,14,11,9,5,0.6875,0.642857,0.357143,0.35714285714285715,0.3125,0.3333333333333333,20,77.73,1.0333687848976336,82.57
100,10,"100x10",9,"StarCDP-Rand",16,23,10,17,6,0.625,0.73913,0.26087,0.2608695652173913,0.375,0.3076923076923077,27,70.74,0.9404413719755383,6.21
100,10,"100x10",9,"StarCDP-Bias",16,22,12,18,4,0.75,0.818182,0.181818,0.18181818181818182,0.25,0.21052631578947367,30,70.74,0.9404413719755383,6.3
100,10,"100x10",9,"PAUP*",16,16,10,10,6,0.625,0.625,0.375,0.375,0.375,0.375,20,70.74,0.9404413719755383,2.45
100,10,"100x10",9,"PAUP*-SC",16,2,14,0,2,0.875,0.0,1.0,1.0,0.125,0.2222222222222222,14,419.81,5.581095453336879,"NA"
100,10,"100x10",9,"StarCDP-SC",16,11,9,4,7,0.5625,0.363636,0.636364,0.6363636363636364,0.4375,0.5185185185185186,13,208.71,2.774660994416379,"NA"
100,10,"100x10",9,"Startle-ILP",16,15,9,8,7,0.5625,0.533333,0.466667,0.4666666666666667,0.4375,0.45161290322580644,17,77.89,1.03549587875565,12.86
100,10,"100x10",10,"Startle-NNI (C++)",17,21,13,17,4,0.764706,0.809524,0.190476,0.19047619047619047,0.23529411764705882,0.21052631578947367,30,156.97,1.2679321486268174,4.74
