"SILENCING","PRIOR","LABL","REPL","MTHD","NIBR_TRUE","NIBR_ESTI","FN","FP","TP","FN_RATE","FP_RATE","TP_RATE","PRECISION","RECALL","F1SCORE","RF","PSCORE","NORM_PSCORE","SECS","CONTRACT"
0,9,"0%",2,"LAML",248,248,165,165,83,0.665323,0.665323,0.334677,0.3346774193548387,0.3346774193548387,0.3346774193548387,330,1781.44,1.1095236019158068,6117.96,"NONE"
0,9,"0%",2,"Cassiopeia-Greedy",248,248,204,204,44,0.822581,0.822581,0.177419,0.1774193548387097,0.1774193548387097,0.1774193548387097,408,2523.81,1.57188946119495,5.08,"NONE"
0,9,"0%",2,"StarCDP-Rand",248,248,99,99,149,0.399194,0.399194,0.600806,0.6008064516129032,0.6008064516129032,0.6008064516129032,198,1567.91,0.9765319913552029,75.39,"NONE"
0,9,"0%",2,"StarCDP-Bias",248,248,108,108,140,0.435484,0.435484,0.564516,0.5645161290322581,0.5645161290322581,0.5645161290322581,216,1567.91,0.9765319913552029,75.59,"NONE"
0,9,"0%",2,"PAUP*",248,234,118,104,130,0.475806,0.444444,0.555556,0.5555555555555556,0.5241935483870968,0.5394190871369294,222,1579.03,0.983457794331056,60.4,"NONE"
0,9,"0%",2,"PAUP*-SC",248,145,137,34,111,0.552419,0.234483,0.765517,0.7655172413793103,0.4475806451612903,0.5648854961832062,171,"NA","NA","NA","NONE"
0,9,"0%",2,"StarCDP-SC",248,154,134,40,114,0.540323,0.25974,0.74026,0.7402597402597403,0.4596774193548387,0.5671641791044776,174,"NA","NA","NA","NONE"
0,9,"0%",3,"Startle-NNI (C++)",248,248,161,161,87,0.649194,0.649194,0.350806,0.35080645161290325,0.35080645161290325,0.35080645161290325,322,1905.55,1.1443438886853752,4.61,"NONE"
0,9,"0%",3,"LAML",248,248,153,153,95,0.616935,0.616935,0.383065,0.38306451612903225,0.38306451612903225,0.38306451612903225,306,1881.31,1.1297869912742688,5936.56,"NONE"
0,9,"0%",3,"Cassiopeia-Greedy",248,247,183,182,65,0.737903,0.736842,0.263158,0.2631578947368421,0.2620967741935484,0.2626262626262626,365,2229.67,1.3389883436724939,6.01,"NONE"
0,9,"0%",3,"StarCDP-Rand",248,248,85,85,163,0.342742,0.342742,0.657258,0.657258064516129,0.657258064516129,0.657258064516129,170,1634.29,0.981443558993268,73.64,"NONE"
0,9,"0%",3,"StarCDP-Bias",248,248,94,94,154,0.379032,0.379032,0.620968,0.6209677419354839,0.6209677419354839,0.6209677419354839,188,1634.29,0.981443558993268,72.67,"NONE"
0,9,"0%",3,"PAUP*",248,235,88,75,160,0.354839,0.319149,0.680851,0.6808510638297872,0.6451612903225806,0.6625258799171843,163,1645.41,0.9881214756274059,60.68,"NONE"
0,9,"0%",3,"PAUP*-SC",248,164,112,28,136,0.451613,0.170732,0.829268,0.8292682926829268,0.5483870967741935,0.6601941747572815,140,"NA","NA","NA","NONE"
0,9,"0%",3,"StarCDP-SC",248,172,106,30,142,0.427419,0.174419,0.825581,0.8255813953488372,0.5725806451612904,0.6761904761904762,136,"NA","NA","NA","NONE"
0,9,"0%",4,"Startle-NNI (C++)",248,248,164,164,84,0.66129,0.66129,0.33871,0.3387096774193548,0.3387096774193548,0.3387096774193548,328,1795.02,1.1290712156093143,6.98,"NONE"
0,9,"0%",4,"LAML",248,248,164,164,84,0.66129,0.66129,0.33871,0.3387096774193548,0.3387096774193548,0.3387096774193548,328,1783.9,1.1220767130870162,11155.52,"NONE"
0,9,"0%",4,"Cassiopeia-Greedy",248,247,191,190,57,0.770161,0.769231,0.230769,0.23076923076923078,0.22983870967741934,0.23030303030303031,381,2030.4,1.2771257123447939,8.91,"NONE"
0,9,"0%",4,"StarCDP-Rand",248,248,103,103,145,0.415323,0.415323,0.584677,0.5846774193548387,0.5846774193548387,0.5846774193548387,206,1552.02,0.9762237234403895,59.99,"NONE"
0,9,"0%",4,"StarCDP-Bias",248,248,111,111,137,0.447581,0.447581,0.552419,0.5524193548387096,0.5524193548387096,0.5524193548387096,222,1552.02,0.9762237234403895,60.4,"NONE"
0,9,"0%",4,"PAUP*",248,234,109,95,139,0.439516,0.405983,0.594017,0.594017094017094,0.5604838709677419,0.5767634854771784,204,1563.14,0.9832182259626877,46.22,"NONE"
0,9,"0%",4,"PAUP*-SC",248,154,132,38,116,0.532258,0.246753,0.753247,0.7532467532467533,0.46774193548387094,0.5771144278606964,170,"NA","NA","NA","NONE"
0,9,"0%",4,"StarCDP-SC",248,160,130,42,118,0.524194,0.2625,0.7375,0.7375,0.47580645161290325,0.5784313725490197,172,"NA","NA","NA","NONE"
0,9,"0%",5,"Startle-NNI (C++)",248,248,156,156,92,0.629032,0.629032,0.370968,0.3709677419354839,0.3709677419354839,0.3709677419354839,312,1891.89,1.196936625733103,5.61,"NONE"
0,9,"0%",5,"LAML",248,248,156,156,92,0.629032,0.629032,0.370968,0.3709677419354839,0.3709677419354839,0.3709677419354839,312,1877.23,1.1876617255363437,5225.52,"NONE"
0,9,"0%",5,"Cassiopeia-Greedy",248,247,211,210,37,0.850806,0.850202,0.149798,0.14979757085020243,0.14919354838709678,0.1494949494949495,421,2410.8,1.5252339286731074,6.11,"NONE"
0,9,"0%",5,"StarCDP-Rand",248,248,69,69,179,0.278226,0.278226,0.721774,0.7217741935483871,0.7217741935483871,0.7217741935483871,138,1548.63,0.9797673050278058,54.67,"NONE"
0,9,"0%",5,"StarCDP-Bias",248,248,81,81,167,0.326613,0.326613,0.673387,0.6733870967741935,0.6733870967741935,0.6733870967741935,162,1548.63,0.9797673050278058,56.23,"NONE"
0,9,"0%",5,"PAUP*",248,233,84,69,164,0.33871,0.296137,0.703863,0.703862660944206,0.6612903225806451,0.681912681912682,153,1559.75,0.9868025635672304,42.09,"NONE"
0,9,"0%",5,"PAUP*-SC",248,168,104,24,144,0.419355,0.142857,0.857143,0.8571428571428571,0.5806451612903226,0.6923076923076923,128,"NA","NA","NA","NONE"
0,9,"0%",5,"StarCDP-SC",248,177,96,25,152,0.387097,0.141243,0.858757,0.8587570621468926,0.6129032258064516,0.7152941176470589,121,"NA","NA","NA","NONE"
0,10,"0%",1,"Startle-NNI (C++)",248,248,170,170,78,0.685484,0.685484,0.314516,0.31451612903225806,0.31451612903225806,0.31451612903225806,340,1704.97,1.1013377775193949,8.84,"NONE"
0,10,"0%",1,"LAML",248,248,169,169,79,0.681452,0.681452,0.318548,0.3185483870967742,0.3185483870967742,0.3185483870967742,338,1702.76,1.0999102119385824,5925.6,"NONE"
0,10,"0%",1,"Cassiopeia-Greedy",248,247,211,210,37,0.850806,0.850202,0.149798,0.14979757085020243,0.14919354838709678,0.1494949494949495,421,2459.9,1.5889903041812816,5.63,"NONE"
0,10,"0%",1,"StarCDP-Rand",248,248,121,121,127,0.487903,0.487903,0.512097,0.5120967741935484,0.5120967741935484,0.5120967741935484,242,1506.03,0.9728310369552158,56.61,"NONE"
0,10,"0%",1,"StarCDP-Bias",248,248,123,123,125,0.495968,0.495968,0.504032,0.5040322580645161,0.5040322580645161,0.5040322580645161,246,1506.03,0.9728310369552158,56.05,"NONE"
0,10,"0%",1,"PAUP*",248,242,124,118,124,0.5,0.487603,0.512397,0.512396694214876,0.5,0.5061224489795918,242,1506.03,0.9728310369552158,48.95,"NONE"
0,10,"0%",1,"PAUP*-SC",248,188,134,74,114,0.540323,0.393617,0.606383,0.6063829787234043,0.4596774193548387,0.5229357798165137,208,"NA","NA","NA","NONE"
0,10,"0%",1,"StarCDP-SC",248,195,134,81,114,0.540323,0.415385,0.584615,0.5846153846153846,0.4596774193548387,0.5146726862302483,215,"NA","NA","NA","NONE"
0,10,"0%",2,"Startle-NNI (C++)",248,248,155,155,93,0.625,0.625,0.375,0.375,0.375,0.375,310,1722.12,1.1191317910059786,4.79,"NONE"
0,10,"0%",2,"LAML",248,248,150,150,98,0.604839,0.604839,0.395161,0.3951612903225806,0.3951612903225806,0.3951612903225806,300,1721.29,1.1185924096698727,3961.6,"NONE"
0,10,"0%",2,"Cassiopeia-Greedy",248,248,206,206,42,0.830645,0.830645,0.169355,0.1693548387096774,0.1693548387096774,0.1693548387096774,412,2512.96,1.6330647257603328,6.26,"NONE"
0,10,"0%",2,"StarCDP-Rand",248,248,92,92,156,0.370968,0.370968,0.629032,0.6290322580645161,0.6290322580645161,0.6290322580645161,184,1512.53,0.9829282557837276,59.13,"NONE"
0,10,"0%",2,"StarCDP-Bias",248,248,89,89,159,0.358871,0.358871,0.641129,0.6411290322580645,0.6411290322580645,0.6411290322580645,178,1512.53,0.9829282557837276,57.47,"NONE"
0,10,"0%",2,"PAUP*",248,233,95,80,153,0.383065,0.343348,0.656652,0.6566523605150214,0.6169354838709677,0.6361746361746361,175,1512.53,0.9829282557837276,45.78,"NONE"
0,10,"0%",2,"PAUP*-SC",248,176,111,39,137,0.447581,0.221591,0.778409,0.7784090909090909,0.5524193548387096,0.6462264150943395,150,"NA","NA","NA","NONE"
0,10,"0%",2,"StarCDP-SC",248,185,108,45,140,0.435484,0.243243,0.756757,0.7567567567567568,0.5645161290322581,0.6466512702078523,153,"NA","NA","NA","NONE"
0,10,"0%",3,"Startle-NNI (C++)",248,248,153,153,95,0.616935,0.616935,0.383065,0.38306451612903225,0.38306451612903225,0.38306451612903225,306,1820.61,1.0965284218894924,14.74,"NONE"
0,10,"0%",3,"LAML",248,248,147,147,101,0.592742,0.592742,0.407258,0.40725806451612906,0.40725806451612906,0.40725806451612906,294,1828.08,1.101027500391486,1496.38,"NONE"
0,10,"0%",3,"Cassiopeia-Greedy",248,248,200,200,48,0.806452,0.806452,0.193548,0.1935483870967742,0.1935483870967742,0.1935483870967742,400,2584.67,1.5567112760037103,7.76,"NONE"
0,10,"0%",3,"StarCDP-Rand",248,248,74,74,174,0.298387,0.298387,0.701613,0.7016129032258065,0.7016129032258065,0.7016129032258065,148,1631.41,0.9825758579568041,62.72,"NONE"
0,10,"0%",3,"StarCDP-Bias",248,248,91,91,157,0.366935,0.366935,0.633065,0.6330645161290323,0.6330645161290323,0.6330645161290323,182,1631.41,0.9825758579568041,62.18,"NONE"
0,10,"0%",3,"PAUP*",248,235,84,71,164,0.33871,0.302128,0.697872,0.6978723404255319,0.6612903225806451,0.6790890269151139,155,1631.41,0.9825758579568041,52.17,"NONE"
0,10,"0%",3,"PAUP*-SC",248,180,100,32,148,0.403226,0.177778,0.822222,0.8222222222222222,0.5967741935483871,0.6915887850467289,132,"NA","NA","NA","NONE"
0,10,"0%",3,"StarCDP-SC",248,182,100,34,148,0.403226,0.186813,0.813187,0.8131868131868132,0.5967741935483871,0.6883720930232559,134,"NA","NA","NA","NONE"
0,10,"0%",4,"Startle-NNI (C++)",248,248,159,159,89,0.641129,0.641129,0.358871,0.3588709677419355,0.3588709677419355,0.3588709677419355,318,1718.4,1.0816867363703317,8.99,"NONE"
0,10,"0%",4,"LAML",248,248,159,159,89,0.641129,0.641129,0.358871,0.3588709677419355,0.3588709677419355,0.3588709677419355,318,1718.4,1.0816867363703317,5153.5,"NONE"
0,10,"0%",4,"Cassiopeia-Greedy",248,248,201,201,47,0.810484,0.810484,0.189516,0.18951612903225806,0.18951612903225806,0.1895161290322581,402,2175.47,1.369400049098909,5.66,"NONE"
0,10,"0%",4,"StarCDP-Rand",248,248,94,94,154,0.379032,0.379032,0.620968,0.6209677419354839,0.6209677419354839,0.6209677419354839,188,1558.92,0.9812983514097052,62.68,"NONE"
0,10,"0%",4,"StarCDP-Bias",248,248,107,107,141,0.431452,0.431452,0.568548,0.5685483870967742,0.5685483870967742,0.5685483870967742,214,1558.92,0.9812983514097052,63.84,"NONE"
0,10,"0%",4,"PAUP*",248,236,100,88,148,0.403226,0.372881,0.627119,0.6271186440677966,0.5967741935483871,0.6115702479338844,188,1558.92,0.9812983514097052,52.14,"NONE"
0,10,"0%",4,"PAUP*-SC",248,166,127,45,121,0.512097,0.271084,0.728916,0.7289156626506024,0.4879032258064516,0.5845410628019324,172,"NA","NA","NA","NONE"
0,10,"0%",4,"StarCDP-SC",248,174,123,49,125,0.495968,0.281609,0.718391,0.7183908045977011,0.5040322580645161,0.5924170616113743,172,"NA","NA","NA","NONE"
0,10,"0%",5,"Startle-NNI (C++)",248,248,170,170,78,0.685484,0.685484,0.314516,0.31451612903225806,0.31451612903225806,0.31451612903225806,340,1788.39,1.1315701224334842,14.47,"NONE"
0,10,"0%",5,"LAML",248,248,170,170,78,0.685484,0.685484,0.314516,0.31451612903225806,0.31451612903225806,0.31451612903225806,340,1788.39,1.1315701224334842,3140.88,"NONE"
0,10,"0%",5,"Cassiopeia-Greedy",248,248,202,202,46,0.814516,0.814516,0.185484,0.18548387096774194,0.18548387096774194,0.18548387096774194,404,2355.81,1.4905944509475149,9.14,"NONE"
0,10,"0%",5,"StarCDP-Rand",248,248,84,84,164,0.33871,0.33871,0.66129,0.6612903225806451,0.6612903225806451,0.6612903225806451,168,1545.84,0.9781011737163465,55.39,"NONE"
0,10,"0%",5,"StarCDP-Bias",248,248,94,94,154,0.379032,0.379032,0.620968,0.6209677419354839,0.6209677419354839,0.6209677419354839,188,1545.84,0.9781011737163465,55.33,"NONE"
0,10,"0%",5,"PAUP*",248,238,97,87,151,0.391129,0.365546,0.634454,0.634453781512605,0.6088709677419355,0.6213991769547325,184,1545.84,0.9781011737163465,45.63,"NONE"
0,10,"0%",5,"PAUP*-SC",248,186,108,46,140,0.435484,0.247312,0.752688,0.7526881720430108,0.5645161290322581,0.6451612903225807,154,"NA","NA","NA","NONE"
0,10,"0%",5,"StarCDP-SC",248,192,105,49,143,0.423387,0.255208,0.744792,0.7447916666666666,0.5766129032258065,0.65,154,"NA","NA","NA","NONE"
25,1,"25%",1,"Startle-NNI (C++)",248,248,137,137,111,0.552419,0.552419,0.447581,0.4475806451612903,0.4475806451612903,0.44758064516129037,274,1663.63,1.085374844236252,6.69,"NONE"
25,1,"25%",1,"LAML",248,248,129,129,119,0.520161,0.520161,0.479839,0.4798387096774194,0.4798387096774194,0.47983870967741943,258,1652.08,1.077839467108568,2563.01,"NONE"
25,1,"25%",1,"Cassiopeia-Greedy",248,247,205,204,43,0.826613,0.825911,0.174089,0.17408906882591094,0.17338709677419356,0.17373737373737375,409,2622.15,1.7107263320654764,6.81,"NONE"
25,1,"25%",1,"StarCDP-Rand",248,248,87,87,161,0.350806,0.350806,0.649194,0.6491935483870968,0.6491935483870968,0.6491935483870968,174,1507.66,0.9836178944003341,60.64,"NONE"
25,1,"25%",1,"StarCDP-Bias",248,248,92,92,156,0.370968,0.370968,0.629032,0.6290322580645161,0.6290322580645161,0.6290322580645161,184,1507.66,0.9836178944003341,62.05,"NONE"
25,1,"25%",1,"PAUP*",248,232,83,67,165,0.334677,0.288793,0.711207,0.7112068965517241,0.6653225806451613,0.6875,150,1511.48,0.9861101143681048,47.26,"NONE"
25,1,"25%",1,"PAUP*-SC",248,159,117,28,131,0.471774,0.176101,0.823899,0.8238993710691824,0.5282258064516129,0.6437346437346437,145,"NA","NA","NA","NONE"
25,1,"25%",1,"StarCDP-SC",248,175,108,35,140,0.435484,0.2,0.8,0.8,0.5645161290322581,0.6619385342789599,143,"NA","NA","NA","NONE"
25,1,"25%",2,"Startle-NNI (C++)",248,248,137,137,111,0.552419,0.552419,0.447581,0.4475806451612903,0.4475806451612903,0.44758064516129037,274,1618.25,1.072626401887743,3.94,"NONE"
25,1,"25%",2,"LAML",248,248,137,137,111,0.552419,0.552419,0.447581,0.4475806451612903,0.4475806451612903,0.44758064516129037,274,1614.42,1.0700877588355384,6197.24,"NONE"
25,1,"25%",2,"Cassiopeia-Greedy",248,248,214,214,34,0.862903,0.862903,0.137097,0.13709677419354838,0.13709677419354838,0.13709677419354838,428,2749.23,1.8222751014131557,6.77,"NONE"
25,1,"25%",2,"StarCDP-Rand",248,248,84,84,164,0.33871,0.33871,0.66129,0.6612903225806451,0.6612903225806451,0.6612903225806451,168,1480.17,0.9811026857915529,64.09,"NONE"
25,1,"25%",2,"StarCDP-Bias",248,248,98,98,150,0.395161,0.395161,0.604839,0.6048387096774194,0.6048387096774194,0.6048387096774194,196,1480.17,0.9811026857915529,65.1,"NONE"
25,1,"25%",2,"PAUP*",248,233,97,82,151,0.391129,0.351931,0.648069,0.648068669527897,0.6088709677419355,0.6278586278586279,179,1484.0,0.9836413288437574,51.7,"NONE"
25,1,"25%",2,"PAUP*-SC",248,170,117,39,131,0.471774,0.229412,0.770588,0.7705882352941177,0.5282258064516129,0.6267942583732058,156,"NA","NA","NA","NONE"
25,1,"25%",2,"StarCDP-SC",248,184,112,48,136,0.451613,0.26087,0.73913,0.7391304347826086,0.5483870967741935,0.6296296296296295,160,"NA","NA","NA","NONE"
25,1,"25%",3,"Startle-NNI (C++)",248,248,131,131,117,0.528226,0.528226,0.471774,0.4717741935483871,0.4717741935483871,0.47177419354838707,262,1609.01,1.0976634717058362,3.25,"NONE"
25,1,"25%",3,"LAML",248,248,131,131,117,0.528226,0.528226,0.471774,0.4717741935483871,0.4717741935483871,0.47177419354838707,262,1605.95,1.095575945697036,3614.12,"NONE"
25,1,"25%",3,"Cassiopeia-Greedy",248,248,209,209,39,0.842742,0.842742,0.157258,0.15725806451612903,0.15725806451612903,0.15725806451612903,418,2683.43,1.8306306920899138,6.2,"NONE"
25,1,"25%",3,"StarCDP-Rand",248,248,88,88,160,0.354839,0.354839,0.645161,0.6451612903225806,0.6451612903225806,0.6451612903225806,176,1435.46,0.9792680015008358,68.07,"NONE"
25,1,"25%",3,"StarCDP-Bias",248,248,96,96,152,0.387097,0.387097,0.612903,0.6129032258064516,0.6129032258064516,0.6129032258064516,192,1435.46,0.9792680015008358,66.82,"NONE"
25,1,"25%",3,"PAUP*",248,237,84,73,164,0.33871,0.308017,0.691983,0.6919831223628692,0.6612903225806451,0.6762886597938145,157,1439.29,0.9818808200020467,54.61,"NONE"
25,1,"25%",3,"PAUP*-SC",248,152,123,27,125,0.495968,0.177632,0.822368,0.8223684210526315,0.5040322580645161,0.625,150,"NA","NA","NA","NONE"
25,1,"25%",3,"StarCDP-SC",248,172,114,38,134,0.459677,0.22093,0.77907,0.7790697674418605,0.5403225806451613,0.6380952380952382,152,"NA","NA","NA","NONE"
25,1,"25%",4,"Startle-NNI (C++)",248,248,115,115,133,0.46371,0.46371,0.53629,0.5362903225806451,0.5362903225806451,0.5362903225806451,230,1558.85,1.0593036056483507,8.66,"NONE"
25,1,"25%",4,"LAML",248,248,116,116,132,0.467742,0.467742,0.532258,0.532258064516129,0.532258064516129,0.532258064516129,232,1557.91,1.0586648364343088,1480.25,"NONE"
25,1,"25%",4,"Cassiopeia-Greedy",248,248,210,210,38,0.846774,0.846774,0.153226,0.1532258064516129,0.1532258064516129,0.1532258064516129,420,2586.31,1.7575055382649942,6.16,"NONE"
25,1,"25%",4,"StarCDP-Rand",248,248,90,90,158,0.362903,0.362903,0.637097,0.6370967741935484,0.6370967741935484,0.6370967741935484,180,1439.79,0.9783973688144716,59.2,"NONE"
25,1,"25%",4,"StarCDP-Bias",248,248,92,92,156,0.370968,0.370968,0.629032,0.6290322580645161,0.6290322580645161,0.6290322580645161,184,1439.79,0.9783973688144716,59.71,"NONE"
25,1,"25%",4,"PAUP*",248,221,93,66,155,0.375,0.298643,0.701357,0.7013574660633484,0.625,0.6609808102345415,159,1443.62,0.9810000135908343,41.87,"NONE"
25,1,"25%",4,"PAUP*-SC",248,165,113,30,135,0.455645,0.181818,0.818182,0.8181818181818182,0.5443548387096774,0.6537530266343825,143,"NA","NA","NA","NONE"
25,1,"25%",4,"StarCDP-SC",248,175,108,35,140,0.435484,0.2,0.8,0.8,0.5645161290322581,0.6619385342789599,143,"NA","NA","NA","NONE"
25,1,"25%",5,"Startle-NNI (C++)",248,248,141,141,107,0.568548,0.568548,0.431452,0.4314516129032258,0.4314516129032258,0.43145161290322587,282,1508.01,1.0707408511907297,6.03,"NONE"
25,1,"25%",5,"LAML",248,248,140,140,108,0.564516,0.564516,0.435484,0.43548387096774194,0.43548387096774194,0.43548387096774194,280,1497.59,1.063342279782445,8018.96,"NONE"
25,1,"25%",5,"Cassiopeia-Greedy",248,247,205,204,43,0.826613,0.825911,0.174089,0.17408906882591094,0.17338709677419356,0.17373737373737375,409,2475.51,1.7577003365568953,6.17,"NONE"
25,1,"25%",5,"StarCDP-Rand",248,248,105,105,143,0.423387,0.423387,0.576613,0.5766129032258065,0.5766129032258065,0.5766129032258065,210,1366.91,0.970554821852057,61.57,"NONE"
25,1,"25%",5,"StarCDP-Bias",248,248,119,119,129,0.479839,0.479839,0.520161,0.5201612903225806,0.5201612903225806,0.5201612903225806,238,1366.91,0.970554821852057,60.14,"NONE"
25,1,"25%",5,"PAUP*",248,235,120,107,128,0.483871,0.455319,0.544681,0.5446808510638298,0.5161290322580645,0.5300207039337475,227,1370.74,0.97327425836777,47.6,"NONE"
25,1,"25%",5,"PAUP*-SC",248,155,140,47,108,0.564516,0.303226,0.696774,0.6967741935483871,0.43548387096774194,0.5359801488833748,187,"NA","NA","NA","NONE"
25,1,"25%",5,"StarCDP-SC",248,171,130,53,118,0.524194,0.309942,0.690058,0.6900584795321637,0.47580645161290325,0.5632458233890215,183,"NA","NA","NA","NONE"
25,2,"25%",1,"Startle-NNI (C++)",248,248,121,121,127,0.487903,0.487903,0.512097,0.5120967741935484,0.5120967741935484,0.5120967741935484,242,2042.86,1.0437612724235008,3.87,"NONE"
25,2,"25%",1,"LAML",248,248,121,121,127,0.487903,0.487903,0.512097,0.5120967741935484,0.5120967741935484,0.5120967741935484,242,2040.53,1.042570802315541,1612.85,"NONE"
25,2,"25%",1,"Cassiopeia-Greedy",248,248,189,189,59,0.762097,0.762097,0.237903,0.23790322580645162,0.23790322580645162,0.23790322580645165,378,2855.89,1.4591638097087178,6.32,"NONE"
25,2,"25%",1,"StarCDP-Rand",248,248,75,75,173,0.302419,0.302419,0.697581,0.6975806451612904,0.6975806451612904,0.6975806451612904,150,1922.86,0.982449507206687,88.99,"NONE"
25,2,"25%",1,"StarCDP-Bias",248,248,88,88,160,0.354839,0.354839,0.645161,0.6451612903225806,0.6451612903225806,0.6451612903225806,176,1922.86,0.982449507206687,91.05,"NONE"
25,2,"25%",1,"PAUP*",248,234,80,66,168,0.322581,0.282051,0.717949,0.717948717948718,0.6774193548387096,0.6970954356846473,146,1925.19,0.9836399773146469,74.68,"NONE"
25,2,"25%",1,"PAUP*-SC",248,159,109,20,139,0.439516,0.125786,0.874214,0.8742138364779874,0.5604838709677419,0.6830466830466829,129,"NA","NA","NA","NONE"
25,2,"25%",1,"StarCDP-SC",248,175,103,30,145,0.415323,0.171429,0.828571,0.8285714285714286,0.5846774193548387,0.6855791962174941,133,"NA","NA","NA","NONE"
25,2,"25%",2,"Startle-NNI (C++)",248,248,143,143,105,0.576613,0.576613,0.423387,0.42338709677419356,0.42338709677419356,0.42338709677419356,286,2097.59,1.0911195264302287,3.84,"NONE"
25,2,"25%",2,"LAML",248,248,135,135,113,0.544355,0.544355,0.455645,0.45564516129032256,0.45564516129032256,0.4556451612903226,270,2062.72,1.0729809302857856,6353.2,"NONE"
25,2,"25%",2,"Cassiopeia-Greedy",248,247,188,187,60,0.758065,0.757085,0.242915,0.242914979757085,0.24193548387096775,0.24242424242424243,375,2801.78,1.4574234558525192,5.37,"NONE"
25,2,"25%",2,"StarCDP-Rand",248,248,73,73,175,0.294355,0.294355,0.705645,0.7056451612903226,0.7056451612903226,0.7056451612903226,146,1897.88,0.9872348394211463,67.42,"NONE"
25,2,"25%",2,"StarCDP-Bias",248,248,83,83,165,0.334677,0.334677,0.665323,0.6653225806451613,0.6653225806451613,0.6653225806451613,166,1897.88,0.9872348394211463,69.51,"NONE"
25,2,"25%",2,"PAUP*",248,224,84,60,164,0.33871,0.267857,0.732143,0.7321428571428571,0.6612903225806451,0.6949152542372882,144,1900.21,0.9884468534451368,51.15,"NONE"
25,2,"25%",2,"PAUP*-SC",248,158,110,20,138,0.443548,0.126582,0.873418,0.8734177215189873,0.5564516129032258,0.6798029556650246,130,"NA","NA","NA","NONE"
25,2,"25%",2,"StarCDP-SC",248,169,105,26,143,0.423387,0.153846,0.846154,0.8461538461538461,0.5766129032258065,0.6858513189448442,131,"NA","NA","NA","NONE"
25,2,"25%",3,"Startle-NNI (C++)",248,248,121,121,127,0.487903,0.487903,0.512097,0.5120967741935484,0.5120967741935484,0.5120967741935484,242,1943.76,1.0565520840127844,4.63,"NONE"
25,2,"25%",3,"LAML",248,248,116,116,132,0.467742,0.467742,0.532258,0.532258064516129,0.532258064516129,0.532258064516129,232,1927.35,1.0476322483856237,4469.46,"NONE"
25,2,"25%",3,"Cassiopeia-Greedy",248,246,202,200,46,0.814516,0.813008,0.186992,0.18699186991869918,0.18548387096774194,0.18623481781376516,402,2501.0,1.3594460026525776,21.65,"NONE"
25,2,"25%",3,"StarCDP-Rand",248,248,71,71,177,0.28629,0.28629,0.71371,0.7137096774193549,0.7137096774193549,0.7137096774193549,142,1825.66,0.9923575326680147,81.2,"NONE"
25,2,"25%",3,"StarCDP-Bias",248,248,82,82,166,0.330645,0.330645,0.669355,0.6693548387096774,0.6693548387096774,0.6693548387096774,164,1825.66,0.9923575326680147,83.19,"NONE"
25,2,"25%",3,"PAUP*",248,224,85,61,163,0.342742,0.272321,0.727679,0.7276785714285714,0.657258064516129,0.6906779661016949,146,1827.99,0.9936240297436566,60.27,"NONE"
25,2,"25%",3,"PAUP*-SC",248,142,116,10,132,0.467742,0.070423,0.929577,0.9295774647887324,0.532258064516129,0.676923076923077,126,"NA","NA","NA","NONE"
25,2,"25%",3,"StarCDP-SC",248,156,109,17,139,0.439516,0.108974,0.891026,0.8910256410256411,0.5604838709677419,0.6881188118811881,126,"NA","NA","NA","NONE"
25,2,"25%",4,"Startle-NNI (C++)",248,248,124,124,124,0.5,0.5,0.5,0.5,0.5,0.5,248,2034.54,1.0642792128307335,7.9,"NONE"
25,2,"25%",4,"LAML",248,248,124,124,124,0.5,0.5,0.5,0.5,0.5,0.5,248,2032.48,1.06320161535001,5325.0,"NONE"
25,2,"25%",4,"Cassiopeia-Greedy",248,248,180,180,68,0.725806,0.725806,0.274194,0.27419354838709675,0.27419354838709675,0.27419354838709675,360,2580.88,1.3500727116746702,6.43,"NONE"
25,2,"25%",4,"StarCDP-Rand",248,248,73,73,175,0.294355,0.294355,0.705645,0.7056451612903226,0.7056451612903226,0.7056451612903226,146,1885.61,0.9863730998190053,77.74,"NONE"
25,2,"25%",4,"StarCDP-Bias",248,248,76,76,172,0.306452,0.306452,0.693548,0.6935483870967742,0.6935483870967742,0.6935483870967742,152,1885.61,0.9863730998190053,76.96,"NONE"
25,2,"25%",4,"PAUP*",248,226,77,55,171,0.310484,0.243363,0.756637,0.7566371681415929,0.6895161290322581,0.7215189873417722,132,1887.94,0.987591935804484,57.06,"NONE"
25,2,"25%",4,"PAUP*-SC",248,162,105,19,143,0.423387,0.117284,0.882716,0.8827160493827161,0.5766129032258065,0.6975609756097562,124,"NA","NA","NA","NONE"
25,2,"25%",4,"StarCDP-SC",248,173,98,23,150,0.395161,0.132948,0.867052,0.8670520231213873,0.6048387096774194,0.7125890736342043,121,"NA","NA","NA","NONE"
25,2,"25%",5,"Startle-NNI (C++)",248,248,143,143,105,0.576613,0.576613,0.423387,0.42338709677419356,0.42338709677419356,0.42338709677419356,286,2168.89,1.12246862466037,4.98,"NONE"
25,2,"25%",5,"LAML",248,248,139,139,109,0.560484,0.560484,0.439516,0.43951612903225806,0.43951612903225806,0.43951612903225806,278,2150.49,1.1129460473541208,11594.8,"NONE"
