silencing,dropout,prior,rep,method,#branches,#FN,#FP,#TP,FN_rate,FP_rate,TP_rate,parsimony-score,time,normalized-parsimony-score
75,25,04,02,star_cdp,248,77,77,171,0.310484,0.310484,0.689516,1705.79,65.00,0.9857322823725209190513614720
75,25,04,02,star_cdp-rand,248,69,69,179,0.278226,0.278226,0.721774,1705.79,64.66,0.9857322823725209190513614720
75,25,04,02,paup-sc,176,94,22,154,0.379032,0.125,0.875,1723.51,,0.9959722158013961444223568027
75,25,04,02,star_cdp-sc,194,86,32,162,0.346774,0.164948,0.835052,,,
75,25,04,02,ground-truth,248,0,0,248,0.0,0.0,1.0,1730.48,,1
75,25,04,03,cassiopeia_greedy,247,190,189,58,0.766129,0.765182,0.234818,2798.31,5.93,1.610065534720743839218416465
75,25,04,03,startle_nni,248,71,71,177,0.28629,0.28629,0.71371,1754.38,5.17,1.009418818073543880645105609
75,25,04,03,laml,248,71,71,177,0.28629,0.28629,0.71371,1755.79,1411.04,1.010230090735956640065362110
75,25,04,03,paup,213,97,62,151,0.391129,0.29108,0.70892,1721.29,43.72,0.9903798021875593351016392311
75,25,04,03,star_cdp,248,90,90,158,0.362903,0.362903,0.637097,1715.10,64.66,0.9868182576624990650226408364
75,25,04,03,star_cdp-rand,248,90,90,158,0.362903,0.362903,0.637097,1715.10,64.72,0.9868182576624990650226408364
75,25,04,03,paup-sc,169,108,29,140,0.435484,0.171598,0.828402,1735.81,,0.9987341844983630704081104251
75,25,04,03,star_cdp-sc,183,104,39,144,0.419355,0.213115,0.786885,,,
75,25,04,03,ground-truth,248,0,0,248,0.0,0.0,1.0,1738.01,,1
75,25,04,04,cassiopeia_greedy,247,179,178,69,0.721774,0.720648,0.279352,2727.85,5.64,1.639362488506403360637511494
75,25,04,04,startle_nni,248,64,64,184,0.258065,0.258065,0.741935,1672.08,2.87,1.004873885947462995126114053
75,25,04,04,laml,248,64,64,184,0.258065,0.258065,0.741935,1665.89,1207.49,1.001153866956735998846133043
75,25,04,04,paup,218,90,60,158,0.362903,0.275229,0.724771,1649.03,36.46,0.9910214727428980089785272571
75,25,04,04,star_cdp,248,94,94,154,0.379032,0.379032,0.620968,1642.85,58.96,0.9873074634759040126925365241
75,25,04,04,star_cdp-rand,248,85,85,163,0.342742,0.342742,0.657258,1642.85,59.93,0.9873074634759040126925365241
75,25,04,04,paup-sc,166,105,23,143,0.423387,0.138554,0.861446,1663.48,,0.9997055235370830002944764629
75,25,04,04,star_cdp-sc,181,101,34,147,0.407258,0.187845,0.812155,,,
75,25,04,04,ground-truth,248,0,0,248,0.0,0.0,1.0,1663.97,,1
75,25,04,05,cassiopeia_greedy,247,194,193,54,0.782258,0.781377,0.218623,2800.39,6.52,1.697844038365931440905067359
